data_item,version_id,description,interpretation,data_structure,length_old,min_length,max_length,conf_length,table_id,function_area,date,modification,section,anchor,owl_gen
1041,6,Person Performing Study Registration,"Mitarbeiter, der gemeldet hat",XCN,250,,250,,0,,8/22/03,O,7.8.1.7,ch07.html#Heading196,FALSE
1041,7,Person Performing Study Registration,"Mitarbeiter, der gemeldet hat",XCN,3220,,3220,,0,,10/26/07,O,7.8.1.7,ch07.html#Heading204,FALSE
1041,8,Person Performing Study Registration,"Mitarbeiter, der gemeldet hat",XCN,,,,,0,,3/6/11,O,7.8.1.7,ch07.html#Heading219,FALSE
1041,9,Person Performing Study Registration,"Mitarbeiter, der gemeldet hat",XCN,0,0,0,,0,,3/17/14,O,7.8.1.7,ch07.html#Heading231,FALSE
1041,61,Person Performing Study Registration,"Mitarbeiter, der gemeldet hat",XCN,250,,250,,0,,5/8/07,O,7.8.1.7,ch07.html#Heading201,FALSE
1041,81,Person Performing Study Registration,"Mitarbeiter, der gemeldet hat",XCN,0,0,0,,0,,3/10/13,O,7.8.1.7,ch07.html#Heading220,FALSE
1041,91,Person Performing Study Registration,"Mitarbeiter, der gemeldet hat",XCN,0,,,,0,,11/2/14,O,7.8.1.7,ch07.html#Heading232,FALSE
1041,92,Person Performing Study Registration,"Mitarbeiter, der gemeldet hat",XCN,0,,,,0,,7/13/15,O,7.8.1.7,ch07.html#Heading241,FALSE
1042,3,Study Authorizing Provider,authorisierender Arzt,XCN,60,,60,,0,,7/11/97,O,7.7.1.8,ch7.htm#Heading142,FALSE
1042,4,Study Authorizing Provider,authorisierender Arzt,XCN,60,,60,,0,,4/14/99,O,7.7.1.8,ch7.html#Heading158,FALSE
1042,5,Study Authorizing Provider,authorisierender Arzt,XCN,250,,250,,0,,10/28/00,O,7.8.1.8,ch07.htm#Heading161,FALSE
1042,6,Study Authorizing Provider,authorisierender Arzt,XCN,250,,250,,0,,8/22/03,O,7.8.1.8,ch07.html#Heading197,FALSE
1042,7,Study Authorizing Provider,authorisierender Arzt,XCN,3220,,3220,,0,,10/26/07,O,7.8.1.8,ch07.html#Heading205,FALSE
1042,8,Study Authorizing Provider,authorisierender Arzt,XCN,,,,,0,,3/6/11,O,7.8.1.8,ch07.html#Heading220,FALSE
1042,9,Study Authorizing Provider,authorisierender Arzt,XCN,0,0,0,,0,,3/17/14,O,7.8.1.8,ch07.html#Heading232,FALSE
1042,61,Study Authorizing Provider,authorisierender Arzt,XCN,250,,250,,0,,5/8/07,O,7.8.1.8,ch07.html#Heading202,FALSE
1042,81,Study Authorizing Provider,authorisierender Arzt,XCN,0,0,0,,0,,3/10/13,O,7.8.1.8,ch07.html#Heading221,FALSE
1042,91,Study Authorizing Provider,authorisierender Arzt,XCN,0,,,,0,,11/2/14,O,7.8.1.8,ch07.html#Heading233,FALSE
1042,92,Study Authorizing Provider,authorisierender Arzt,XCN,0,,,,0,,7/13/15,O,7.8.1.8,ch07.html#Heading242,FALSE
1043,3,Date/time Patient Study Consent Signed,Zeitpunkt der Patienteneinwilligung,TS,26,,26,,0,C,7/11/97,O,7.7.1.9,ch7.htm#Heading143,FALSE
1043,4,Date/time Patient Study Consent Signed,Zeitpunkt der Patienteneinwilligung,TS,26,,26,,0,,4/14/99,O,7.7.1.9,ch7.html#Heading159,FALSE
1043,5,Date/time Patient Study Consent Signed,Zeitpunkt der Patienteneinwilligung,TS,26,,26,,0,,10/28/00,O,7.8.1.9,ch07.htm#Heading162,FALSE
1043,6,Date/time Patient Study Consent Signed,Zeitpunkt der Patienteneinwilligung,TS,26,,26,,0,,8/22/03,O,7.8.1.9,ch07.html#Heading198,FALSE
1043,7,Date/time Patient Study Consent Signed,Zeitpunkt der Patienteneinwilligung,DTM,24,,24,,0,,10/26/07,O,7.8.1.9,ch07.html#Heading206,FALSE
1043,8,Date/Time Patient Study Consent Signed,Zeitpunkt der Patienteneinwilligung,DTM,,,,,0,,3/6/11,O,7.8.1.9,ch07.html#Heading221,FALSE
1043,9,Date/Time Patient Study Consent Signed,Zeitpunkt der Patienteneinwilligung,DTM,0,0,0,,0,,3/17/14,O,7.8.1.9,ch07.html#Heading233,FALSE
1043,61,Date/time Patient Study Consent Signed,Zeitpunkt der Patienteneinwilligung,TS,26,,26,,0,,5/8/07,O,7.8.1.9,ch07.html#Heading203,FALSE
1043,81,Date/Time Patient Study Consent Signed,Zeitpunkt der Patienteneinwilligung,DTM,0,0,0,,0,,3/10/13,O,7.8.1.9,ch07.html#Heading222,FALSE
1043,91,Date/Time Patient Study Consent Signed,Zeitpunkt der Patienteneinwilligung,DTM,0,,,,0,,11/2/14,O,7.8.1.9,ch07.html#Heading234,FALSE
1043,92,Date/Time Patient Study Consent Signed,Zeitpunkt der Patienteneinwilligung,DTM,0,,,,0,,7/13/15,O,7.8.1.9,ch07.html#Heading243,FALSE
1044,3,Patient Study Eligibility Status,Eignung des Patienten,CE,60,,60,,0,,7/11/97,O,7.7.1.10,ch7.htm#Heading144,FALSE
1044,4,Patient Study Eligibility Status,Eignung des Patienten,CE,60,,60,,0,,4/14/99,O,7.7.1.10,ch7.html#Heading160,FALSE
1044,5,Patient Study Eligibility Status,Eignung des Patienten,CE,250,,250,,0,,10/28/00,O,7.8.1.10,ch07.htm#Heading163,FALSE
1044,6,Patient Study Eligibility Status,Eignung des Patienten,CE,250,,250,,0,,8/22/03,O,7.8.1.10,ch07.html#Heading199,FALSE
1044,7,Patient Study Eligibility Status,Eignung des Patienten,CWE,705,,705,,9999,,10/26/07,O,7.8.1.10,ch07.html#Heading207,FALSE
1044,8,Patient Study Eligibility Status,Eignung des Patienten,CWE,,,,,9999,,3/6/11,O,7.8.1.10,ch07.html#Heading222,FALSE
1044,9,Patient Study Eligibility Status,Eignung des Patienten,CWE,0,0,0,,9999,,3/17/14,O,7.8.1.10,ch07.html#Heading234,FALSE
1044,61,Patient Study Eligibility Status,Eignung des Patienten,CE,250,,250,,0,,5/8/07,O,7.8.1.10,ch07.html#Heading204,FALSE
1044,81,Patient Study Eligibility Status,Eignung des Patienten,CWE,0,0,0,,9999,,3/10/13,O,7.8.1.10,ch07.html#Heading223,FALSE
1044,91,Patient Study Eligibility Status,Eignung des Patienten,CWE,0,,,,9999,,11/2/14,O,7.8.1.10,ch07.html#Heading235,FALSE
1044,92,Patient Study Eligibility Status,Eignung des Patienten,CWE,0,,,,9999,,7/13/15,O,7.8.1.10,ch07.html#Heading244,FALSE
1045,3,Study Randomization Date/time,Zeitpunkt der Randomisierung,TS,26,,26,,0,O,7/11/97,O,7.7.1.11,ch7.htm#Heading145,FALSE
1045,4,Study Randomization Date/time,Zeitpunkt der Randomisierung,TS,26,,26,,0,,4/14/99,O,7.7.1.11,ch7.html#Heading161,FALSE
1045,5,Study Randomization Date/time,Zeitpunkt der Randomisierung,TS,26,,26,,0,,10/28/00,O,7.8.1.11,ch07.htm#Heading164,FALSE
1045,6,Study Randomization Date/time,Zeitpunkt der Randomisierung,TS,26,,26,,0,,8/22/03,O,7.8.1.11,ch07.html#Heading200,FALSE
1045,7,Study Randomization Date/time,Zeitpunkt der Randomisierung,DTM,24,,24,,0,,10/26/07,O,7.8.1.11,ch07.html#Heading208,FALSE
1045,8,Study Randomization Date/time,Zeitpunkt der Randomisierung,DTM,,,,,0,,3/6/11,O,7.8.1.11,ch07.html#Heading223,FALSE
1045,9,Study Randomization Date/time,Zeitpunkt der Randomisierung,DTM,0,0,0,,0,,3/17/14,O,7.8.1.11,ch07.html#Heading235,FALSE
1045,61,Study Randomization Date/time,Zeitpunkt der Randomisierung,TS,26,,26,,0,,5/8/07,O,7.8.1.11,ch07.html#Heading205,FALSE
1045,81,Study Randomization Date/time,Zeitpunkt der Randomisierung,DTM,0,0,0,,0,,3/10/13,O,7.8.1.11,ch07.html#Heading224,FALSE
1045,91,Study Randomization Date/time,Zeitpunkt der Randomisierung,DTM,0,,,,0,,11/2/14,O,7.8.1.11,ch07.html#Heading236,FALSE
1045,92,Study Randomization Date/time,Zeitpunkt der Randomisierung,DTM,0,,,,0,,7/13/15,O,7.8.1.11,ch07.html#Heading245,FALSE
1046,3,Study Randomized Arm,randomisierter Studienarm,CE,200,,200,,0,,6/26/01,O,7.7.1.12,ch7.htm#Heading146,FALSE
1046,4,Randomized Study Arm,randomisierter Studienarm,CE,200,,200,,0,,6/26/01,O,7.7.1.12,ch7.html#Heading162,FALSE
1046,5,Randomized Study Arm,randomisierter Studienarm,CE,250,,250,,0,,6/26/01,O,7.8.1.12,ch07.htm#Heading165,FALSE
1046,6,Randomized Study Arm,randomisierter Studienarm,CE,250,,250,,0,,8/22/03,O,7.8.1.12,ch07.html#Heading201,FALSE
1046,7,Randomized Study Arm,randomisierter Studienarm,CWE,705,,705,,9999,,10/26/07,O,7.8.1.12,ch07.html#Heading209,FALSE
1046,8,Randomized Study Arm,randomisierter Studienarm,CWE,,,,,9999,,3/6/11,O,7.8.1.12,ch07.html#Heading224,FALSE
1046,9,Randomized Study Arm,randomisierter Studienarm,CWE,0,0,0,,9999,,3/17/14,O,7.8.1.12,ch07.html#Heading236,FALSE
1046,61,Randomized Study Arm,randomisierter Studienarm,CE,250,,250,,0,,5/8/07,O,7.8.1.12,ch07.html#Heading206,FALSE
1046,81,Randomized Study Arm,randomisierter Studienarm,CWE,0,0,0,,9999,,3/10/13,O,7.8.1.12,ch07.html#Heading225,FALSE
1046,91,Randomized Study Arm,randomisierter Studienarm,CWE,0,,,,9999,,11/2/14,O,7.8.1.12,ch07.html#Heading237,FALSE
1046,92,Randomized Study Arm,randomisierter Studienarm,CWE,0,,,,9999,,7/13/15,O,7.8.1.12,ch07.html#Heading246,FALSE
1047,3,Stratum for Study Randomization,Randomisierungsschicht,CE,200,,200,,0,,7/11/97,O,7.7.1.13,ch7.htm#Heading147,FALSE
1047,4,Stratum for Study Randomization,Randomisierungsschicht,CE,200,,200,,0,,4/14/99,O,7.7.1.13,ch7.html#Heading163,FALSE
1047,5,Stratum for Study Randomization,Randomisierungsschicht,CE,250,,250,,0,,10/28/00,O,7.8.1.13,ch07.htm#Heading166,FALSE
1047,6,Stratum for Study Randomization,Randomisierungsschicht,CE,250,,250,,0,,8/22/03,O,7.8.1.13,ch07.html#Heading202,FALSE
1047,7,Stratum for Study Randomization,Randomisierungsschicht,CWE,705,,705,,9999,,10/26/07,O,7.8.1.13,ch07.html#Heading210,FALSE
1047,8,Stratum for Study Randomization,Randomisierungsschicht,CWE,,,,,9999,,3/6/11,O,7.8.1.13,ch07.html#Heading225,FALSE
1047,9,Stratum for Study Randomization,Randomisierungsschicht,CWE,0,0,0,,9999,,3/17/14,O,7.8.1.13,ch07.html#Heading237,FALSE
1047,61,Stratum for Study Randomization,Randomisierungsschicht,CE,250,,250,,0,,5/8/07,O,7.8.1.13,ch07.html#Heading207,FALSE
1047,81,Stratum for Study Randomization,Randomisierungsschicht,CWE,0,0,0,,9999,,3/10/13,O,7.8.1.13,ch07.html#Heading226,FALSE
1047,91,Stratum for Study Randomization,Randomisierungsschicht,CWE,0,,,,9999,,11/2/14,O,7.8.1.13,ch07.html#Heading238,FALSE
1047,92,Stratum for Study Randomization,Randomisierungsschicht,CWE,0,,,,9999,,7/13/15,O,7.8.1.13,ch07.html#Heading247,FALSE
1048,3,Patient Evaluability Status,Auswertbarkeitsstatus bei Studienabbruch,CE,60,,60,,0,,7/11/97,O,7.7.1.14,ch7.htm#Heading148,FALSE
1048,4,Patient Evaluability Status,Auswertbarkeitsstatus bei Studienabbruch,CE,60,,60,,0,,4/14/99,O,7.7.1.14,ch7.html#Heading164,FALSE
1048,5,Patient Evaluability Status,Auswertbarkeitsstatus bei Studienabbruch,CE,250,,250,,0,,10/28/00,O,7.8.1.14,ch07.htm#Heading167,FALSE
1048,6,Patient Evaluability Status,Auswertbarkeitsstatus bei Studienabbruch,CE,250,,250,,0,,8/22/03,O,7.8.1.14,ch07.html#Heading203,FALSE
1048,7,Patient Evaluability Status,Auswertbarkeitsstatus bei Studienabbruch,CWE,705,,705,,9999,,10/26/07,O,7.8.1.14,ch07.html#Heading211,FALSE
1048,8,Patient Evaluability Status,Auswertbarkeitsstatus bei Studienabbruch,CWE,,,,,9999,,3/6/11,O,7.8.1.14,ch07.html#Heading226,FALSE
1048,9,Patient Evaluability Status,Auswertbarkeitsstatus bei Studienabbruch,CWE,0,0,0,,9999,,3/17/14,O,7.8.1.14,ch07.html#Heading238,FALSE
1048,61,Patient Evaluability Status,Auswertbarkeitsstatus bei Studienabbruch,CE,250,,250,,0,,5/8/07,O,7.8.1.14,ch07.html#Heading208,FALSE
1048,81,Patient Evaluability Status,Auswertbarkeitsstatus bei Studienabbruch,CWE,0,0,0,,9999,,3/10/13,O,7.8.1.14,ch07.html#Heading227,FALSE
1048,91,Patient Evaluability Status,Auswertbarkeitsstatus bei Studienabbruch,CWE,0,,,,9999,,11/2/14,O,7.8.1.14,ch07.html#Heading239,FALSE
1048,92,Patient Evaluability Status,Auswertbarkeitsstatus bei Studienabbruch,CWE,0,,,,9999,,7/13/15,O,7.8.1.14,ch07.html#Heading248,FALSE
1049,3,Date/time Ended Study,Zeitpunkt des Ausscheidens aus der Studie,TS,26,,26,,0,C,7/11/97,O,7.7.1.15,ch7.htm#Heading149,FALSE
1049,4,Date/time Ended Study,Zeitpunkt des Ausscheidens aus der Studie,TS,26,,26,,0,,4/14/99,O,7.7.1.15,ch7.html#Heading165,FALSE
1049,5,Date/time Ended Study,Zeitpunkt des Ausscheidens aus der Studie,TS,26,,26,,0,,10/28/00,O,7.8.1.15,ch07.htm#Heading168,FALSE
1049,6,Date/time Ended Study,Zeitpunkt des Ausscheidens aus der Studie,TS,26,,26,,0,,8/22/03,O,7.8.1.15,ch07.html#Heading204,FALSE
1049,7,Date/time Ended Study,Zeitpunkt des Ausscheidens aus der Studie,DTM,24,,24,,0,,10/26/07,O,7.8.1.15,ch07.html#Heading212,FALSE
1049,8,Date/Time Ended Study,Zeitpunkt des Ausscheidens aus der Studie,DTM,,,,,0,,3/6/11,O,7.8.1.15,ch07.html#Heading227,FALSE
1049,9,Date/Time Ended Study,Zeitpunkt des Ausscheidens aus der Studie,DTM,0,0,0,,0,,3/17/14,O,7.8.1.15,ch07.html#Heading239,FALSE
1049,61,Date/time Ended Study,Zeitpunkt des Ausscheidens aus der Studie,TS,26,,26,,0,,5/8/07,O,7.8.1.15,ch07.html#Heading209,FALSE
1049,81,Date/Time Ended Study,Zeitpunkt des Ausscheidens aus der Studie,DTM,0,0,0,,0,,3/10/13,O,7.8.1.15,ch07.html#Heading228,FALSE
1049,91,Date/Time Ended Study,Zeitpunkt des Ausscheidens aus der Studie,DTM,0,,,,0,,11/2/14,O,7.8.1.15,ch07.html#Heading240,FALSE
1049,92,Date/Time Ended Study,Zeitpunkt des Ausscheidens aus der Studie,DTM,0,,,,0,,7/13/15,O,7.8.1.15,ch07.html#Heading249,FALSE
1050,3,Reason Ended Study,Grund des Ausscheidens aus der Studie,CE,60,,60,,0,,7/11/97,O,7.7.1.16,ch7.htm#Heading150,FALSE
1050,4,Reason Ended Study,Grund des Ausscheidens aus der Studie,CE,60,,60,,0,,4/14/99,O,7.7.1.16,ch7.html#Heading166,FALSE
1050,5,Reason Ended Study,Grund des Ausscheidens aus der Studie,CE,250,,250,,0,,10/28/00,O,7.8.1.16,ch07.htm#Heading169,FALSE
1050,6,Reason Ended Study,Grund des Ausscheidens aus der Studie,CE,250,,250,,0,,8/22/03,O,7.8.1.16,ch07.html#Heading205,FALSE
1050,7,Reason Ended Study,Grund des Ausscheidens aus der Studie,CWE,705,,705,,9999,,10/26/07,O,7.8.1.16,ch07.html#Heading213,FALSE
1050,8,Reason Ended Study,Grund des Ausscheidens aus der Studie,CWE,,,,,9999,,3/6/11,O,7.8.1.16,ch07.html#Heading228,FALSE
1050,9,Reason Ended Study,Grund des Ausscheidens aus der Studie,CWE,0,0,0,,9999,,3/17/14,O,7.8.1.16,ch07.html#Heading240,FALSE
1050,61,Reason Ended Study,Grund des Ausscheidens aus der Studie,CE,250,,250,,0,,5/8/07,O,7.8.1.16,ch07.html#Heading210,FALSE
1050,81,Reason Ended Study,Grund des Ausscheidens aus der Studie,CWE,0,0,0,,9999,,3/10/13,O,7.8.1.16,ch07.html#Heading229,FALSE
1050,91,Reason Ended Study,Grund des Ausscheidens aus der Studie,CWE,0,,,,9999,,11/2/14,O,7.8.1.16,ch07.html#Heading241,FALSE
1050,92,Reason Ended Study,Grund des Ausscheidens aus der Studie,CWE,0,,,,9999,,7/13/15,O,7.8.1.16,ch07.html#Heading250,FALSE
1051,3,Study Phase Identifier,ID der Studienphase,CE,60,,60,,0,,7/11/97,O,7.7.2,ch7.htm#Heading152,FALSE
1052,3,Date/time Study Phase Began,Zeitpunkt des Anfangs der Studienphase,TS,26,,26,,0,R,7/11/97,O,7.7.2.2,ch7.htm#Heading153,FALSE
1052,4,Date/time Study Phase Began,Zeitpunkt des Anfangs der Studienphase,TS,26,,26,,0,,4/14/99,O,7.7.2.2,ch7.html#Heading170,FALSE
1052,5,Date/time Study Phase Began,Zeitpunkt des Anfangs der Studienphase,TS,26,,26,,0,,10/28/00,O,7.8.2.2,ch07.htm#Heading173,FALSE
1052,6,Date/time Study Phase Began,Zeitpunkt des Anfangs der Studienphase,TS,26,,26,,0,,8/22/03,O,7.8.2.2,ch07.html#Heading209,FALSE
1052,7,Date/time Study Phase Began,Zeitpunkt des Anfangs der Studienphase,DTM,24,,24,,0,,10/26/07,O,7.8.2.2,ch07.html#Heading217,FALSE
1052,8,Date/time Study Phase Began,Zeitpunkt des Anfangs der Studienphase,DTM,,,,,0,,3/6/11,O,7.8.2.2,ch07.html#Heading231,FALSE
1052,9,Date/time Study Phase Began,Zeitpunkt des Anfangs der Studienphase,DTM,0,0,0,,0,,3/17/14,O,7.8.2.2,ch07.html#Heading244,FALSE
1052,61,Date/time Study Phase Began,Zeitpunkt des Anfangs der Studienphase,TS,26,,26,,0,,5/8/07,O,7.8.2.2,ch07.html#Heading214,FALSE
1052,81,Date/time Study Phase Began,Zeitpunkt des Anfangs der Studienphase,DTM,0,0,0,,0,,3/10/13,O,7.8.2.2,ch07.html#Heading232,FALSE
1052,91,Date/time Study Phase Began,Zeitpunkt des Anfangs der Studienphase,DTM,0,,,,0,,11/2/14,O,7.8.2.2,ch07.html#Heading245,FALSE
1052,92,Date/time Study Phase Began,Zeitpunkt des Anfangs der Studienphase,DTM,0,,,,0,,7/13/15,O,7.8.2.2,ch07.html#Heading254,FALSE
1053,3,Date/time Study Phase Ended,Zeitpunkt des Endes der Studienphase,TS,26,,26,,0,O,7/11/97,O,7.7.2.3,ch7.htm#Heading154,FALSE
1053,4,Date/time Study Phase Ended,Zeitpunkt des Endes der Studienphase,TS,26,,26,,0,,4/14/99,O,7.7.2.3,ch7.html#Heading171,FALSE
1053,5,Date/time Study Phase Ended,Zeitpunkt des Endes der Studienphase,TS,26,,26,,0,,10/28/00,O,7.8.2.3,ch07.htm#Heading174,FALSE
1053,6,Date/time Study Phase Ended,Zeitpunkt des Endes der Studienphase,TS,26,,26,,0,,8/22/03,O,7.8.2.3,ch07.html#Heading210,FALSE
1053,7,Date/time Study Phase Ended,Zeitpunkt des Endes der Studienphase,DTM,24,,24,,0,,10/26/07,O,7.8.2.3,ch07.html#Heading218,FALSE
1053,8,Date/time Study Phase Ended,Zeitpunkt des Endes der Studienphase,DTM,,,,,0,,3/6/11,O,7.8.2.3,ch07.html#Heading232,FALSE
1053,9,Date/time Study Phase Ended,Zeitpunkt des Endes der Studienphase,DTM,0,0,0,,0,,3/17/14,O,7.8.2.3,ch07.html#Heading245,FALSE
1053,61,Date/time Study Phase Ended,Zeitpunkt des Endes der Studienphase,TS,26,,26,,0,,5/8/07,O,7.8.2.3,ch07.html#Heading215,FALSE
1053,81,Date/time Study Phase Ended,Zeitpunkt des Endes der Studienphase,DTM,0,0,0,,0,,3/10/13,O,7.8.2.3,ch07.html#Heading233,FALSE
1053,91,Date/time Study Phase Ended,Zeitpunkt des Endes der Studienphase,DTM,0,,,,0,,11/2/14,O,7.8.2.3,ch07.html#Heading246,FALSE
1053,92,Date/time Study Phase Ended,Zeitpunkt des Endes der Studienphase,DTM,0,,,,0,,7/13/15,O,7.8.2.3,ch07.html#Heading255,FALSE
1054,3,Study Phase Evaluability,Auswertbarkeit der Studienphase,CE,60,,60,,0,,7/11/97,O,7.7.2.4,ch7.htm#Heading155,FALSE
1054,4,Study Phase Evaluability,Auswertbarkeit der Studienphase,CE,60,,60,,0,,4/14/99,O,7.7.2.4,ch7.html#Heading172,FALSE
1054,5,Study Phase Evaluability,Auswertbarkeit der Studienphase,CE,250,,250,,0,,10/28/00,O,7.8.2.4,ch07.htm#Heading175,FALSE
1054,6,Study Phase Evaluability,Auswertbarkeit der Studienphase,CE,250,,250,,0,,8/22/03,O,7.8.2.4,ch07.html#Heading211,FALSE
1054,7,Study Phase Evaluability,Auswertbarkeit der Studienphase,CWE,705,,705,,9999,,10/26/07,O,7.8.2.4,ch07.html#Heading219,FALSE
1054,8,Study Phase Evaluability,Auswertbarkeit der Studienphase,CWE,,,,,9999,,3/6/11,O,7.8.2.4,ch07.html#Heading233,FALSE
1054,9,Study Phase Evaluability,Auswertbarkeit der Studienphase,CWE,0,0,0,,9999,,3/17/14,O,7.8.2.4,ch07.html#Heading246,FALSE
1054,61,Study Phase Evaluability,Auswertbarkeit der Studienphase,CE,250,,250,,0,,5/8/07,O,7.8.2.4,ch07.html#Heading216,FALSE
1054,81,Study Phase Evaluability,Auswertbarkeit der Studienphase,CWE,0,0,0,,9999,,3/10/13,O,7.8.2.4,ch07.html#Heading234,FALSE
1054,91,Study Phase Evaluability,Auswertbarkeit der Studienphase,CWE,0,,,,9999,,11/2/14,O,7.8.2.4,ch07.html#Heading247,FALSE
1054,92,Study Phase Evaluability,Auswertbarkeit der Studienphase,CWE,0,,,,9999,,7/13/15,O,7.8.2.4,ch07.html#Heading256,FALSE
1055,3,Study Scheduled Time Point,Zeitmarke (relativer Zeitpunkt) im Studienprotokoll,CE,60,,60,,0,,7/11/97,O,7.7.3,ch7.htm#Heading157,FALSE
1055,4,Study Scheduled Time Point,Zeitmarke (relativer Zeitpunkt) im Studienprotokoll,CE,60,,60,,0,,4/14/99,O,7.7.4.3,ch7.html#Heading182,FALSE
1055,5,Study Scheduled Time Point,Zeitmarke (relativer Zeitpunkt) im Studienprotokoll,CE,250,,250,,0,,10/28/00,O,7.8.4.3,ch07.htm#Heading185,FALSE
1055,6,Study Scheduled Time Point,Zeitmarke (relativer Zeitpunkt) im Studienprotokoll,CE,250,,250,,0,,8/22/03,O,7.8.3.1,ch07.html#Heading214,FALSE
1055,7,Study Scheduled Time Point,Zeitmarke (relativer Zeitpunkt) im Studienprotokoll,CWE,705,,705,,9999,,10/26/07,O,7.8.3.1,ch07.html#Heading222,FALSE
1055,8,Study Scheduled Time Point,Zeitmarke (relativer Zeitpunkt) im Studienprotokoll,CWE,,,,,9999,,3/6/11,O,7.8.3.1,ch07.html#Heading235,FALSE
1055,9,Study Scheduled Time Point,Zeitmarke (relativer Zeitpunkt) im Studienprotokoll,CWE,0,0,0,,9999,,3/17/14,O,7.8.3.1,ch07.html#Heading249,FALSE
1055,61,Study Scheduled Time Point,Zeitmarke (relativer Zeitpunkt) im Studienprotokoll,CE,250,,250,,0,,5/8/07,O,7.8.3.1,ch07.html#Heading219,FALSE
1055,81,Study Scheduled Time Point,Zeitmarke (relativer Zeitpunkt) im Studienprotokoll,CWE,0,0,0,,9999,,3/10/13,O,7.8.3.1,ch07.html#Heading236,FALSE
1055,91,Study Scheduled Time Point,Zeitmarke (relativer Zeitpunkt) im Studienprotokoll,CWE,0,,,,9999,,11/2/14,O,7.8.3.1,ch07.html#Heading250,FALSE
1055,92,Study Scheduled Time Point,Zeitmarke (relativer Zeitpunkt) im Studienprotokoll,CWE,0,,,,9999,,7/13/15,O,7.8.3.1,ch07.html#Heading259,FALSE
1056,3,Study Scheduled Patient Time Point,geplanter Zeitpunkt für diesen Patienten,TS,26,,26,,0,O,7/11/97,O,7.7.3.2,ch7.htm#Heading158,FALSE
1056,4,Study Scheduled Patient Time Point,geplanter Zeitpunkt für diesen Patienten,TS,26,,26,,0,,4/14/99,O,7.7.3.2,ch7.html#Heading176,FALSE
1056,5,Study Scheduled Patient Time Point,geplanter Zeitpunkt für diesen Patienten,TS,26,,26,,0,,10/28/00,O,7.8.3.2,ch07.htm#Heading179,FALSE
1056,6,Study Scheduled Patient Time Point,geplanter Zeitpunkt für diesen Patienten,TS,26,,26,,0,,8/22/03,O,7.8.3.2,ch07.html#Heading215,FALSE
1056,7,Study Scheduled Patient Time Point,geplanter Zeitpunkt für diesen Patienten,DTM,24,,24,,0,,10/26/07,O,7.8.3.2,ch07.html#Heading223,FALSE
1056,8,Study Scheduled Patient Time Point,geplanter Zeitpunkt für diesen Patienten,DTM,,,,,0,,3/6/11,O,7.8.3.2,ch07.html#Heading236,FALSE
1056,9,Study Scheduled Patient Time Point,geplanter Zeitpunkt für diesen Patienten,DTM,0,0,0,,0,,3/17/14,O,7.8.3.2,ch07.html#Heading250,FALSE
1056,61,Study Scheduled Patient Time Point,geplanter Zeitpunkt für diesen Patienten,TS,26,,26,,0,,5/8/07,O,7.8.3.2,ch07.html#Heading220,FALSE
1056,81,Study Scheduled Patient Time Point,geplanter Zeitpunkt für diesen Patienten,DTM,0,0,0,,0,,3/10/13,O,7.8.3.2,ch07.html#Heading237,FALSE
1056,91,Study Scheduled Patient Time Point,geplanter Zeitpunkt für diesen Patienten,DTM,0,,,,0,,11/2/14,O,7.8.3.2,ch07.html#Heading251,FALSE
1056,92,Study Scheduled Patient Time Point,geplanter Zeitpunkt für diesen Patienten,DTM,0,,,,0,,7/13/15,O,7.8.3.2,ch07.html#Heading260,FALSE
1057,3,Study Quality Control Codes,Bewertung der Abweichung vom Studienprotokoll,CE,60,,60,,0,,7/11/97,O,7.7.3.3,ch7.htm#Heading159,FALSE
1057,4,Study Quality Control Codes,Bewertung der Abweichung vom Studienprotokoll,CE,60,,60,,0,,4/14/99,O,7.7.3.3,ch7.html#Heading177,FALSE
1057,5,Study Quality Control Codes,Bewertung der Abweichung vom Studienprotokoll,CE,250,,250,,0,,10/28/00,O,7.8.3.3,ch07.htm#Heading180,FALSE
1057,6,Study Quality Control Codes,Bewertung der Abweichung vom Studienprotokoll,CE,250,,250,,0,,8/22/03,O,7.8.3.3,ch07.html#Heading216,FALSE
1057,7,Study Quality Control Codes,Bewertung der Abweichung vom Studienprotokoll,CWE,705,,705,,9999,,10/26/07,O,7.8.3.3,ch07.html#Heading224,FALSE
1057,8,Study Quality Control Codes,Bewertung der Abweichung vom Studienprotokoll,CWE,,,,,9999,,3/6/11,O,7.8.3.3,ch07.html#Heading237,FALSE
1057,9,Study Quality Control Codes,Bewertung der Abweichung vom Studienprotokoll,CWE,0,0,0,,9999,,3/17/14,O,7.8.3.3,ch07.html#Heading251,FALSE
1057,61,Study Quality Control Codes,Bewertung der Abweichung vom Studienprotokoll,CE,250,,250,,0,,5/8/07,O,7.8.3.3,ch07.html#Heading221,FALSE
1057,81,Study Quality Control Codes,Bewertung der Abweichung vom Studienprotokoll,CWE,0,0,0,,9999,,3/10/13,O,7.8.3.3,ch07.html#Heading238,FALSE
1057,91,Study Quality Control Codes,Bewertung der Abweichung vom Studienprotokoll,CWE,0,,,,9999,,11/2/14,O,7.8.3.3,ch07.html#Heading252,FALSE
1057,92,Study Quality Control Codes,Bewertung der Abweichung vom Studienprotokoll,CWE,0,,,,9999,,7/13/15,O,7.8.3.3,ch07.html#Heading261,FALSE
