comp_no,version_id,description,interpretation,table_id,modification,data_type_code,data_structure,last_change,section
289,6,Administrative Sex,Geschlecht,1,O,IS,IS,9/1/03,
289,7,Gestational Age Range,Schwangerschaftswoche,0,O,NR,NR,10/28/07,
289,9,Processing Mode,Verarbeitungsmodus,207,O,ID,ID,3/18/14,
289,61,Administrative Sex,Geschlecht,1,O,IS,IS,5/10/07,
289,81,"Prefix (e.g., DR)",Namensvorsatz,0,O,ST,ST,3/29/13,
289,91,Processing Mode,Verarbeitungsmodus,207,O,ID,ID,11/2/14,
290,3,when authenticated,,0,O,TS,TS,,
290,4,when authenticated,,0,O,TS,TS,4/14/99,
290,5,when authenticated,,0,O,TS,TS,7/8/00,
290,6,Age Range,Altersbereich,0,O,NR,NR,9/1/03,
290,7,Species,Spezies,0,O,ST,ST,10/28/07,
290,9,Policy Type,Art und Umfang der Versicherung,147,O,CWE,CWE,3/18/14,
290,61,Age Range,Altersbereich,0,O,NR,NR,5/10/07,
290,81,"Degree (e.g., MD)",nicht mehr verwenden,0,O,-,-,10/15/14,
290,91,Policy Type,Art und Umfang der Versicherung,147,O,CWE,CWE,11/2/14,
291,3,unique placer appointment identifier,,0,O,ID,ID,,10-24/31
291,4,unique placer appointment identifier,,0,O,ID,ID,4/14/99,10-24/31
291,5,unique placer appointment identifier,,0,O,ID,ID,7/8/00,10-24/31
291,6,Gestational Age Range,Schwangerschaftswoche,0,O,NR,NR,9/1/03,
291,7,Race/subspecies,Rasse,0,O,ST,ST,10/28/07,
291,9,Amount Class,Art und Umfang der Versicherung,193,O,CWE,CWE,3/18/14,
291,61,Gestational Age Range,Schwangerschaftswoche,0,O,NR,NR,5/10/07,
291,81,Source Table,Quelle der ID,297,O,CWE,CWE,3/29/13,
291,91,Amount Class,Art und Umfang der Versicherung,193,O,CWE,CWE,11/2/14,
292,3,ID number (ST),Identifikator,0,O,ST,ST,,
292,4,ID number (ST),Identifikator,0,O,ST,ST,4/14/99,
292,5,ID number (ST),Identifikator,0,O,ST,ST,7/8/00,
292,6,Species,Spezies,0,O,ST,ST,9/1/03,
292,7,Conditions,Bedingungen,0,O,TX,TX,10/28/07,
292,9,Money or Percentage Quantity,,0,O,-,-,3/18/14,
292,61,Species,Spezies,0,O,ST,ST,5/10/07,
292,81,Assigning Authority,ausgebende Instanz,363,O,HD,HD,3/29/13,
292,91,Money or Percentage Quantity,,0,O,-,-,11/2/14,
293,3,ID number (NM),Identifikator,0,O,NM,NM,,3-53
293,6,Race/subspecies,Rasse,0,O,ST,ST,9/1/03,
293,7,Repeat Pattern,,335,O,IS,IS,10/26/07,
293,9,Money or Percentage,,0,O,MOP,MOP,3/18/14,
293,61,Race/subspecies,Rasse,0,O,ST,ST,5/10/07,
293,81,Name Type Code,Art des Namens,200,O,ID,ID,3/29/13,
293,91,Money or Percentage,,0,O,MOP,MOP,11/2/14,
294,3,formatted text,formatierter Text,0,O,FT,FT,9/7/96,
294,4,formatted text,formatierter Text,0,O,FT,FT,4/14/99,
294,5,formatted text,formatierter Text,0,O,FT,FT,7/8/00,
294,6,Conditions,Bedingungen,0,O,TX,TX,9/1/03,
294,7,Explicit Time Interval,,0,O,ST,ST,10/28/07,
294,9,Segment Field Name,,0,O,ST,ST,3/18/14,
294,61,Conditions,Bedingungen,0,O,TX,TX,5/10/07,
294,81,Identifier Check Digit,Prüfziffer,0,O,ST,ST,3/29/13,
294,91,Segment Field Name,,0,O,ST,ST,11/2/14,
295,3,alternate formatted text,alternativer formatierter Text,0,O,FT,FT,9/7/96,
295,4,alternate formatted text,alternativer formatierter Text,0,O,FT,FT,4/14/99,
295,5,alternate formatted text,alternativer formatierter Text,0,O,FT,FT,7/8/00,
295,6,Repeat Pattern,,335,O,IS,IS,9/1/03,
295,7,Room Type,Zimmertyp / Kostenanteil,145,O,IS,IS,10/26/07,
295,9,Values,,0,O,ST,ST,3/18/14,
295,61,Repeat Pattern,,335,O,IS,IS,5/10/07,
295,81,Check Digit Scheme,Prüfzifferverfahren,61,O,ID,ID,3/29/13,
295,91,Values,,0,O,ST,ST,11/2/14,
296,3,"Issuing State, province, country",Ausstellende Behörde,333,O,IS,IS,7/20/97,2-20
296,4,"Issuing State, province, country",Ausstellende Behörde,333,O,IS,IS,4/14/99,2-20
296,5,"Issuing State, province, country",Ausstellende Behörde,333,O,IS,IS,7/8/00,2-20
296,6,Explicit Time Interval,,0,O,ST,ST,9/1/03,
296,7,Amount Type,Mengentyp,146,O,IS,IS,10/26/07,
296,9,Segment Field Name,,0,O,ST,ST,3/18/14,
296,61,Explicit Time Interval,,0,O,ST,ST,5/10/07,
296,81,Identifier Type Code,Typ des Identifikators,203,O,ID,ID,3/29/13,
296,91,Segment Field Name,,0,O,ST,ST,11/2/14,
297,3,ID,Identifikator,0,O,ST,ST,9/7/96,
297,4,ID,Identifikator,0,O,ST,ST,4/14/99,
297,5,ID,Identifikator,0,O,ST,ST,7/8/00,
297,6,Room Type,Zimmertyp / Kostenanteil,145,O,IS,IS,9/1/03,
297,7,Coverage Amount,Kostenanteil,0,O,NM,NM,10/28/07,
297,9,Relational Operator,,209,O,ID,ID,3/18/14,
297,61,Room Type,Zimmertyp / Kostenanteil,145,O,IS,IS,5/10/07,
297,81,Assigning Facility,Ausstellungsort,0,O,HD,HD,3/29/13,
297,91,Relational Operator,,209,O,ID,ID,11/2/14,
298,3,code identifying the check digit scheme employed,Prüfzifferverfahren,61,O,ID,ID,9/7/96,2-18
298,4,code identifying the check digit scheme employed,Prüfzifferverfahren,61,O,ID,ID,4/14/99,2-18
298,5,code identifying the check digit scheme employed,Prüfzifferverfahren,61,O,ID,ID,7/8/00,2-18
298,6,Amount Type,Mengentyp,146,O,IS,IS,9/1/03,
298,7,Money or Percentage,,0,O,MOP,MOP,10/28/07,
298,9,Value,Wert,0,O,ST,ST,3/18/14,
298,61,Amount Type,Mengentyp,146,O,IS,IS,5/10/07,
298,81,Date/Time Action Performed,Ausführugszeitpunkt,0,O,DTM,DTM,3/29/13,
298,91,Value,Wert,0,O,ST,ST,11/2/14,
299,3,source application,Datenquelle,0,O,HD,HD,9/7/96,
299,4,source application,Datenquelle,0,O,HD,HD,4/14/99,
299,5,source application,Datenquelle,0,O,HD,HD,7/8/00,
299,6,Coverage Amount,Kostenanteil,0,O,NM,NM,9/1/03,
299,7,Pointer,Verweis auf die Daten,0,O,ST,ST,10/28/07,
299,9,Relational Conjunction,,210,O,ID,ID,3/18/14,
299,61,Coverage Amount,Kostenanteil,0,O,NM,NM,5/10/07,
299,81,Name Representation Code,Namensdarstellung,465,O,ID,ID,3/29/13,
299,91,Relational Conjunction,,210,O,ID,ID,11/2/14,
300,3,type of data,MIME-Medientyp,191,O,ID,ID,9/7/96,2-20
300,4,type of data,MIME-Medientyp,191,O,ID,ID,4/14/99,2-20
300,5,type of data,MIME-Medientyp,191,O,ID,ID,7/8/00,2-20
300,6,Money or Percentage,,0,O,MOP,MOP,9/1/03,
300,7,Application ID,Datenquelle,0,O,HD,HD,10/28/07,
300,9,Segment Field Name,,0,O,ST,ST,3/18/14,
300,61,Money or Percentage,,0,O,MOP,MOP,5/10/07,
300,81,Name Context,Namenskontext,448,O,CWE,CWE,3/29/13,
300,91,Segment Field Name,,0,O,ST,ST,11/2/14,
301,3,encoding,Kodierung,299,O,ID,ID,9/7/96,2-20
301,4,encoding,Kodierung,299,O,ID,ID,4/14/99,2-20
301,5,encoding,Kodierung,299,O,ID,ID,7/8/00,2-20
301,6,Pointer,Verweis auf die Daten,0,O,ST,ST,9/1/03,
301,7,Type of Data,MIME-Medientyp,834,O,ID,ID,10/26/07,
301,9,HL7 Data Type,,440,O,ID,ID,3/18/14,
301,61,Pointer,Verweis auf die Daten,0,O,ST,ST,5/10/07,
301,81,Name Validity Range,Gültigkeitszeitraum,0,O,-,-,10/15/14,
301,91,HL7 Data Type,,440,O,ID,ID,11/2/14,
302,3,data,Daten,0,O,ST,ST,1/9/99,2-20
302,4,data,Daten,0,O,ST,ST,4/14/99,2-20
302,5,data,Daten,0,O,ST,ST,7/8/00,2-20
302,6,Application ID,Datenquelle,0,O,HD,HD,9/1/03,
302,7,Subtype,MIME-Subtyp,291,O,ID,ID,10/26/07,
302,9,Maximum Column Width,,0,O,NM,NM,3/18/14,
302,61,Application ID,Datenquelle,0,O,HD,HD,5/10/07,
302,81,Name Assembly Order,Anzeigereihenfolge der Namensbestandteile,444,O,ID,ID,3/29/13,
302,91,Maximum Column Width,,0,O,NM,NM,11/2/14,
303,3,entity identifier,Identifikator,0,O,ST,ST,9/7/96,
303,4,entity identifier,Identifikator,0,O,ST,ST,4/14/99,
303,5,entity identifier,Identifikator,0,O,ST,ST,7/8/00,
303,6,Type of Data,MIME-Medientyp,191,O,ID,ID,9/1/03,
303,7,Repeat Pattern Code,,335,O,CWE,CWE,10/26/07,
303,9,Numeric Range,,0,O,NR,NR,3/18/14,
303,61,Type of Data,MIME-Medientyp,191,O,ID,ID,5/10/07,
303,81,Effective Date,Gültigkeitsbeginn,0,O,DTM,DTM,3/29/13,
303,91,Numeric Range,,0,O,NR,NR,11/2/14,
304,3,Location description,Beschreibung,0,O,ST,ST,7/20/97,2-27
304,4,Location description,Beschreibung,0,O,ST,ST,4/14/99,2-27
304,5,Location description,Beschreibung,0,O,ST,ST,7/8/00,2-27
304,6,Subtype,MIME-Subtyp,291,O,ID,ID,9/1/03,
304,7,Calendar Alignment,,527,O,ID,ID,10/26/07,
304,9,Administrative Sex,Geschlecht,1,O,CWE,CWE,3/18/14,
304,61,Subtype,MIME-Subtyp,291,O,ID,ID,5/10/07,
304,81,Expiration Date,Gültigkeitsende,0,O,DTM,DTM,3/29/13,
304,91,Administrative Sex,Geschlecht,1,O,CWE,CWE,11/2/14,
305,3,Date/Time Action Performed,Ausführugszeitpunkt,0,O,TS,TS,7/20/97,2-28
305,4,Date/Time Action Performed,Ausführugszeitpunkt,0,O,TS,TS,4/14/99,2-28
305,5,Date/Time Action Performed,Ausführugszeitpunkt,0,O,TS,TS,7/8/00,2-28
305,6,Repeat Pattern Code,,335,O,CWE,CWE,9/1/03,
305,7,Phase Range Begin Value,,0,O,NM,NM,10/28/07,
305,9,Age Range,Altersbereich,0,O,NR,NR,3/18/14,
305,61,Repeat Pattern Code,,335,O,CWE,CWE,5/10/07,
305,81,Professional Suffix,akademische Grade und sonst. Berufszugehörigkeiten,0,O,ST,ST,3/29/13,
305,91,Age Range,Altersbereich,0,O,NR,NR,11/2/14,
306,3,name of field,,0,O,ST,ST,7/20/97,
306,4,segment field name,,0,O,ST,ST,4/14/99,
306,5,segment field name,,0,O,ST,ST,7/8/00,
306,6,Calendar Alignment,,527,O,ID,ID,9/1/03,
306,7,Phase Range End Value,,0,O,NM,NM,10/28/07,
306,9,Gestational Age Range,Schwangerschaftswoche,0,O,NR,NR,3/18/14,
306,61,Calendar Alignment,,527,O,ID,ID,5/10/07,
306,81,Assigning Jurisdiction,ausgebende Körperschaft,0,O,CWE,CWE,3/29/13,
306,91,Gestational Age Range,Schwangerschaftswoche,0,O,NR,NR,11/2/14,
307,3,relational operator,,209,O,ID,ID,7/20/97,2-32
307,4,relational operator,,209,O,ID,ID,4/14/99,2-32
307,5,relational operator,,209,O,ID,ID,7/8/00,2-32
307,6,Phase Range Begin Value,,0,O,NM,NM,9/1/03,
307,7,Period Quantity,,0,O,NM,NM,10/28/07,
307,9,Species,Spezies,0,O,ST,ST,3/18/14,
307,61,Phase Range Begin Value,,0,O,NM,NM,5/10/07,
307,81,Assigning Agency or Department,ausgebende Abteilung,0,O,CWE,CWE,3/29/13,
307,91,Species,Spezies,0,O,ST,ST,11/2/14,
308,3,Value,Wert,0,O,ST,ST,7/20/97,2-32
308,4,Value,Wert,0,O,ST,ST,4/14/99,2-32
308,5,Value,Wert,0,O,ST,ST,7/8/00,2-32
308,6,Phase Range End Value,,0,O,NM,NM,9/1/03,
308,7,Period Units,,0,O,IS,IS,10/28/07,
308,9,Race/subspecies,Rasse,0,O,ST,ST,3/18/14,
308,61,Phase Range End Value,,0,O,NM,NM,5/10/07,
308,81,Security Check,,0,O,ST,ST,3/29/13,
308,91,Race/subspecies,Rasse,0,O,ST,ST,11/2/14,
309,3,relational conjunction,,102,O,ID,ID,7/20/97,2-32
309,4,relational conjunction,,210,O,ID,ID,4/14/99,2-32
309,5,relational conjunction,,210,O,ID,ID,7/8/00,2-32
309,6,Period Quantity,,0,O,NM,NM,9/1/03,
309,7,Institution Specified Time,,136,O,ID,ID,10/26/07,
309,9,Conditions,Bedingungen,0,O,TX,TX,3/18/14,
309,61,Period Quantity,,0,O,NM,NM,5/10/07,
309,81,Security Check Scheme,,904,O,ID,ID,3/29/13,
309,91,Conditions,Bedingungen,0,O,TX,TX,11/2/14,
310,3,sample 1 from channel 1,,0,O,NM,NM,9/7/96,
310,4,sample 1 from channel 1,,0,O,NM,NM,4/14/99,
310,5,sample 1 from channel 1,,0,O,NM,NM,7/8/00,
310,6,Period Units,,0,O,IS,IS,9/1/03,
310,7,Event,Ereignis,528,O,ID,ID,10/26/07,
310,9,Repeat Pattern,,335,O,CWE,CWE,3/18/14,
310,61,Period Units,,0,O,IS,IS,5/10/07,
310,81,Parent Observation Identifier,,0,O,CWE,CWE,3/29/13,
310,91,Repeat Pattern,,335,O,CWE,CWE,11/2/14,
311,3,sample 1 from channel 2,,0,O,NM,NM,9/7/96,
311,4,sample 1 from channel 2,,0,O,NM,NM,4/14/99,
311,5,sample 1 from channel 2,,0,O,NM,NM,7/8/00,
311,6,Institution Specified Time,,136,O,ID,ID,9/1/03,
311,7,Event Offset Quantity,,0,O,NM,NM,10/28/07,
311,9,Explicit Time Interval,,0,O,ST,ST,3/18/14,
311,61,Institution Specified Time,,136,O,ID,ID,5/10/07,
311,81,Parent Observation Sub-identifier,,0,O,ST,ST,3/29/13,
311,91,Explicit Time Interval,,0,O,ST,ST,11/2/14,
312,3,sample 1 from channel 3,,0,O,NM,NM,9/7/96,
312,4,sample 1 from channel 3,,0,O,NM,NM,4/14/99,
312,5,sample 1 from channel 3,,0,O,NM,NM,7/8/00,
312,6,Event,Ereignis,528,O,ID,ID,9/1/03,
312,7,Event Offset Units,,0,O,IS,IS,10/28/07,
312,9,Room Type,Zimmertyp / Kostenanteil,145,O,CWE,CWE,3/18/14,
312,61,Event,Ereignis,528,O,ID,ID,5/10/07,
312,81,Parent Observation Value Descriptor,,0,O,TX,TX,3/29/13,
312,91,Room Type,Zimmertyp / Kostenanteil,145,O,CWE,CWE,11/2/14,
313,3,sample 2 from channel 1,,0,O,NM,NM,9/7/96,
313,4,sample 2 from channel 1,,0,O,NM,NM,4/14/99,
313,5,sample 1 from channel 4,,0,O,NM,NM,7/8/00,
313,6,Event Offset Quantity,,0,O,NM,NM,9/1/03,
313,7,General Timing Specification,generische  Zeitangabe,0,O,GTS,GTS,10/28/07,
313,9,Amount Type,Mengentyp,146,O,CWE,CWE,3/18/14,
313,61,Event Offset Quantity,,0,O,NM,NM,5/10/07,
313,81,Processing ID,Verarbeitungskontext,103,O,ID,ID,3/29/13,
313,91,Amount Type,Mengentyp,146,O,CWE,CWE,11/2/14,
314,3,sample 2 from channel 2,,0,O,NM,NM,9/7/96,
314,4,sample 2 from channel 2,,0,O,NM,NM,4/14/99,
314,5,sample 1 from channel 5,,0,O,NM,NM,7/8/00,
314,6,Event Offset Units,,0,O,IS,IS,9/1/03,
314,7,Street or Mailing Address,Strasse inkl. Hausnummer,0,O,ST,ST,10/28/07,
314,9,Coverage Amount,Kostenanteil,0,O,-,-,3/18/14,
314,61,Event Offset Units,,0,O,IS,IS,5/10/07,
314,81,Processing Mode,Verarbeitungsmodus,207,O,ID,ID,3/29/13,
314,91,Coverage Amount,Kostenanteil,0,O,-,-,11/2/14,
315,3,sample 2 from channel 3,,0,O,NM,NM,9/7/96,
315,4,sample 2 from channel 3,,0,O,NM,NM,4/14/99,
315,5,sample 1 from channel 6,,0,O,NM,NM,7/8/00,
315,6,General Timing Specification,generische  Zeitangabe,0,O,GTS,GTS,9/1/03,
315,7,Street Name,Strassenname,0,O,ST,ST,10/28/07,
315,9,Money or Percentage,,0,O,MOP,MOP,3/18/14,
315,61,General Timing Specification,generische  Zeitangabe,0,O,GTS,GTS,5/10/07,
315,81,Policy Type,Art und Umfang der Versicherung,147,O,CWE,CWE,3/29/13,
315,91,Money or Percentage,,0,O,MOP,MOP,11/2/14,
316,3,value1,Wert 1,0,O,NM,NM,9/7/96,
316,4,value1,Wert 1,0,O,NM,NM,4/14/99,
316,5,value1,Wert 1,0,O,NM,NM,7/8/00,
316,6,Street or Mailing Address,Strasse inkl. Hausnummer,0,O,ST,ST,9/1/03,
316,7,Dwelling Number,Hausnummer,0,O,ST,ST,10/28/07,
316,9,Pointer,Verweis auf die Daten,0,O,ST,ST,3/18/14,
316,61,Street or Mailing Address,Strasse inkl. Hausnummer,0,O,ST,ST,5/10/07,
316,81,Amount Class,Art und Umfang der Versicherung,193,O,CWE,CWE,3/29/13,
316,91,Pointer,Verweis auf die Daten,0,O,ST,ST,11/2/14,
317,3,value2,Wert 2,0,O,NM,NM,9/7/96,
317,4,value2,Wert 2,0,O,NM,NM,4/14/99,
317,5,value2,Wert 2,0,O,NM,NM,7/8/00,
317,6,Street Name,Strassenname,0,O,ST,ST,9/1/03,
317,7,Parameter Class,,294,O,CWE,CWE,10/26/07,
317,9,Application ID,Datenquelle,0,O,HD,HD,3/18/14,
317,61,Street Name,Strassenname,0,O,ST,ST,5/10/07,
317,81,Money or Percentage Quantity,,0,O,-,-,10/15/14,
317,91,Application ID,Datenquelle,0,O,HD,HD,11/2/14,
318,3,value3,Wert 3,0,O,NM,NM,9/7/96,
318,4,value3,Wert 3,0,O,NM,NM,4/14/99,
318,5,value3,Wert 3,0,O,NM,NM,7/8/00,
318,6,Dwelling Number,Hausnummer,0,O,ST,ST,9/1/03,
318,7,Parameter Value,,0,O,ST,ST,10/28/07,
318,9,Type of Data,MIME-Medientyp,834,O,ID,ID,3/18/14,
318,61,Dwelling Number,Hausnummer,0,O,ST,ST,5/10/07,
318,81,Money or Percentage,,0,O,MOP,MOP,3/29/13,
318,91,Type of Data,MIME-Medientyp,834,O,ID,ID,11/2/14,
319,3,value4,Wert 4,0,O,NM,NM,9/7/96,
319,4,value4,Wert 4,0,O,NM,NM,4/14/99,
319,5,value4,Wert 4,0,O,NM,NM,7/8/00,
319,6,Parameter Class,,0,O,CWE,CWE,9/1/03,
319,7,Sequence ID,Sequenzummer,0,O,SI,SI,10/28/07,
319,9,Subtype,MIME-Subtyp,291,O,ID,ID,3/18/14,
319,61,Parameter Class,,0,O,CWE,CWE,5/10/07,
319,81,Segment Field Name,,0,O,ST,ST,3/29/13,
319,91,Subtype,MIME-Subtyp,291,O,ID,ID,11/2/14,
320,3,nursing unit or department or clinic,,0,O,ID,ID,9/7/96,
320,4,nursing unit or department or clinic,,0,O,ID,ID,4/14/99,
320,5,nursing unit or department or clinic,,0,O,ID,ID,7/8/00,
320,6,Parameter Value,,0,O,ST,ST,9/1/03,
320,7,Comparator,Vergleichsoperator,0,O,ST,ST,10/28/07,
320,9,Repeat Pattern Code,,335,O,CWE,CWE,3/18/14,
320,61,Parameter Value,,0,O,ST,ST,5/10/07,
320,81,Values,,0,O,ST,ST,3/29/13,
320,91,Repeat Pattern Code,,335,O,CWE,CWE,11/2/14,
321,3,location status,Bettenstatus,306,O,IS,IS,9/7/96,2-27
321,4,location status,Bettenstatus,306,O,IS,IS,4/14/99,2-27
321,5,location status,Bettenstatus,306,O,IS,IS,7/8/00,2-27
321,6,Sequence ID,Sequenzummer,0,O,SI,SI,9/1/03,
321,7,Num1,Wert 1,0,O,NM,NM,10/28/07,
321,9,Calendar Alignment,,527,O,ID,ID,3/18/14,
321,61,Sequence ID,Sequenzummer,0,O,SI,SI,5/10/07,
321,81,Segment Field Name,,0,O,ST,ST,3/29/13,
321,91,Calendar Alignment,,527,O,ID,ID,11/2/14,
322,3,person location type,Typ des Aufenthaltsortes,305,O,IS,IS,9/7/96,2-27
322,4,person location type,Typ des Aufenthaltsortes,305,O,IS,IS,4/14/99,2-27
322,5,person location type,Typ des Aufenthaltsortes,305,O,IS,IS,7/8/00,2-27
322,6,Comparator,Vergleichsoperator,0,O,ST,ST,9/1/03,
322,7,Separator/Suffix,Trennzeichen/Zusatz,0,O,ST,ST,10/28/07,
322,9,Phase Range Begin Value,,0,O,NM,NM,3/18/14,
322,61,Comparator,Vergleichsoperator,0,O,ST,ST,5/10/07,
322,81,Relational Operator,,209,O,ID,ID,3/29/13,
322,91,Phase Range Begin Value,,0,O,NM,NM,11/2/14,
323,3,floor,Etage,308,O,ST,ST,9/7/96,2-27
323,4,floor,Etage,308,O,IS,IS,4/14/99,2-27
323,5,floor,Etage,308,O,IS,IS,7/8/00,2-27
323,6,Num1,Wert 1,0,O,NM,NM,9/1/03,
323,7,Num2,Wert 2,0,O,NM,NM,10/28/07,
323,9,Phase Range End Value,,0,O,NM,NM,3/18/14,
323,61,Num1,Wert 1,0,O,NM,NM,5/10/07,
323,81,Value,Wert,0,O,ST,ST,3/29/13,
323,91,Phase Range End Value,,0,O,NM,NM,11/2/14,
324,3,pointer,Verweis auf die Daten,0,O,ST,ST,9/7/96,
324,4,pointer,Verweis auf die Daten,0,O,ST,ST,4/14/99,
324,5,pointer,Verweis auf die Daten,0,O,ST,ST,7/8/00,
324,6,Separator/Suffix,Trennzeichen/Zusatz,0,O,ST,ST,9/1/03,
324,7,Specialty Name,,0,O,ST,ST,10/28/07,
324,9,Period Quantity,,0,O,NM,NM,3/18/14,
324,61,Separator/Suffix,Trennzeichen/Zusatz,0,O,ST,ST,5/10/07,
324,81,Relational Conjunction,,210,O,ID,ID,3/29/13,
324,91,Period Quantity,,0,O,NM,NM,11/2/14,
325,3,type of data,MIME-Medientyp,191,O,ID,ID,9/7/96,2-33
325,4,type of data,MIME-Medientyp,191,O,ID,ID,4/14/99,2-33
325,5,type of data,MIME-Medientyp,191,O,ID,ID,7/8/00,2-33
325,6,Num2,Wert 2,0,O,NM,NM,9/1/03,
325,7,Governing Board,,0,O,ST,ST,10/28/07,
325,9,Period Units,,0,O,CWE,CWE,3/18/14,
325,61,Num2,Wert 2,0,O,NM,NM,5/10/07,
325,81,Segment Field Name,,0,O,ST,ST,3/29/13,
325,91,Period Units,,0,O,CWE,CWE,11/2/14,
326,3,comparator,Vergleichsoperator,0,O,ST,ST,9/7/96,
326,4,comparator,Vergleichsoperator,0,O,ST,ST,4/14/99,
326,5,comparator,Vergleichsoperator,0,O,ST,ST,7/8/00,
326,6,Specialty Name,,0,O,ST,ST,9/1/03,
326,7,Eligible or Certified,,337,O,ID,ID,10/26/07,
326,9,Institution Specified Time,,136,O,ID,ID,3/18/14,
326,61,Specialty Name,,0,O,ST,ST,5/10/07,
326,81,HL7 Data Type,,440,O,ID,ID,3/29/13,
326,91,Institution Specified Time,,136,O,ID,ID,11/2/14,
327,3,num1,Wert 1,0,O,NM,NM,9/7/96,
327,4,num1,Wert 1,0,O,NM,NM,4/14/99,
327,5,num1,Wert 1,0,O,NM,NM,7/8/00,
327,6,Governing Board,,0,O,ST,ST,9/1/03,
327,7,Date of Certification,,0,O,DT,DT,10/28/07,
327,9,Event,Ereignis,528,O,ID,ID,3/18/14,
327,61,Governing Board,,0,O,ST,ST,5/10/07,
327,81,Maximum Column Width,,0,O,NM,NM,3/29/13,
327,91,Event,Ereignis,528,O,ID,ID,11/2/14,
328,3,separator or suffix,Trennzeichen/Zusatz,0,O,ST,ST,9/7/96,
328,4,separator or suffix,Trennzeichen/Zusatz,0,O,ST,ST,4/14/99,
328,5,separator/suffix,Trennzeichen/Zusatz,0,O,ST,ST,7/8/00,
328,6,Eligible or Certified,,337,O,ID,ID,9/1/03,
328,7,Specimen Source Name or Code,Zeitpunkt des Eingangs im Labor,0,O,CWE,CWE,10/28/07,
328,9,Event Offset Quantity,,0,O,NM,NM,3/18/14,
328,61,Eligible or Certified,,337,O,ID,ID,5/10/07,
328,81,Numeric Range,,0,O,NR,NR,3/29/13,
328,91,Event Offset Quantity,,0,O,NM,NM,11/2/14,
329,3,num2,Wert 2,0,O,NM,NM,9/7/96,
329,4,num2,Wert 2,0,O,NM,NM,4/14/99,
329,5,num2,Wert 2,0,O,NM,NM,7/8/00,
329,6,Date of Certification,,0,O,DT,DT,9/1/03,
329,7,Additives,Zugaben,371,O,CWE,CWE,10/26/07,
329,9,Event Offset Units,,0,O,CWE,CWE,3/18/14,
329,61,Date of Certification,,0,O,DT,DT,5/10/07,
329,81,Administrative Sex,Geschlecht,1,O,CWE,CWE,3/29/13,
329,91,Event Offset Units,,0,O,CWE,CWE,11/2/14,
330,3,county/parish code,Gemeindekennziffer,0,O,IS,IS,9/7/96,
330,4,county/parish code,Gemeindekennziffer,289,O,IS,IS,4/14/99,
330,5,county/parish code,Gemeindekennziffer,289,O,IS,IS,7/8/00,
330,6,Specimen Source Name or Code,Zeitpunkt des Eingangs im Labor,0,O,CWE,CWE,9/1/03,
330,7,Specimen Collection Method,,0,O,TX,TX,10/28/07,
330,9,General Timing Specification,generische  Zeitangabe,0,O,GTS,GTS,3/18/14,
330,61,Specimen Source Name or Code,Zeitpunkt des Eingangs im Labor,0,O,CWE,CWE,5/10/07,
330,81,Age Range,Altersbereich,0,O,NR,NR,3/29/13,
330,91,General Timing Specification,generische  Zeitangabe,0,O,GTS,GTS,11/2/14,
331,3,Driver's License Number,Führerscheinnummer,0,O,ST,ST,7/20/97,2-20
331,4,Driver's License Number,Führerscheinnummer,0,O,ST,ST,4/14/99,2-20
331,5,Driver's License Number,Führerscheinnummer,0,O,ST,ST,7/8/00,2-20
331,6,Additives,Zugaben,371,O,CWE,CWE,9/1/03,
331,7,Body Site,,163,O,CWE,CWE,10/26/07,
331,9,Street or Mailing Address,Strasse inkl. Hausnummer,0,O,ST,ST,3/18/14,
331,61,Additives,Zugaben,371,O,CWE,CWE,5/10/07,
331,81,Gestational Age Range,Schwangerschaftswoche,0,O,NR,NR,3/29/13,
331,91,Street or Mailing Address,Strasse inkl. Hausnummer,0,O,ST,ST,11/2/14,
332,3,channel identifier,,0,O,CM,CM_WVI,9/7/96,
332,4,channel identifier,,0,O,WVI,WVI,4/14/99,
332,5,channel identifier,,0,O,WVI,WVI,7/8/00,7.13.1.3
332,6,Specimen Collection Method,,0,O,TX,TX,9/1/03,
332,7,Site Modifier,,495,O,CWE,CWE,10/26/07,
332,9,Street Name,Strassenname,0,O,ST,ST,3/18/14,
332,61,Specimen Collection Method,,0,O,TX,TX,5/10/07,
332,81,Species,Spezies,0,O,ST,ST,3/29/13,
332,91,Street Name,Strassenname,0,O,ST,ST,11/2/14,
333,3,electrode names,,0,O,CM,CM_CD_ELECTRODE,9/7/96,
333,4,electrode names,,0,O,WVS,WVS,4/14/99,
333,6,Body Site,,163,O,CWE,CWE,9/1/03,
333,7,Collection Method Modifier Code,,0,O,CWE,CWE,10/28/07,
333,9,Dwelling Number,Hausnummer,0,O,ST,ST,3/18/14,
333,61,Body Site,,163,O,CWE,CWE,5/10/07,
333,81,Race/subspecies,Rasse,0,O,ST,ST,3/29/13,
333,91,Dwelling Number,Hausnummer,0,O,ST,ST,11/2/14,
334,3,channel sensitivity/units,,0,O,CM,CM_CSU,9/7/96,
334,4,channel sensitivity/units,,0,O,CSU,CSU,4/14/99,
334,5,channel sensitivity/units,,0,O,CSU,CSU,7/8/00,7.13.1.3
334,6,Site Modifier,,495,O,CWE,CWE,9/1/03,
334,7,Specimen Role,,369,O,CWE,CWE,10/26/07,
334,9,Parameter Class,,294,O,CWE,CWE,3/18/14,
334,61,Site Modifier,,495,O,CWE,CWE,5/10/07,
