table_id,version_id,display_name,description_as_pub,table_type,interpretation,generate,oid_table,section,anchor,owl_gen,contains_other,contains_unknown,deleted_values,new_values,case_insensitive,steward,v3_harmonization,v3_equivalent,where_used,status,v2codetable,v2codetablecomment,cs_oid,cs_version,vs_oid,audit_track,modification_date,width_col1,width_col2,width_col3,width_col4,binding,version_description,comment,version_introduced,vs_expansion
243,61,Identity May Be Divulged,Identity May Be Divulged,2,Identität darf weitergeben werden,FALSE,2.16.840.1.113883.12.243,7.12.2.25,ch07.html#Heading297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.142,1,2.16.840.1.113883.21.154,1,,,,,,universal,,,3,1
243,81,Identity May Be Divulged,Identity May Be Divulged,2,Identität darf weitergeben werden,FALSE,2.16.840.1.113883.12.243,2.C.2.93,ch02c.html#Heading107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PEO-25,Active,prev version,,2.16.840.1.113883.18.142,1,2.16.840.1.113883.21.154,1,,,,,,universal,,,3,1
243,91,Identity May Be Divulged,Identity May Be Divulged,2,Identität darf weitergeben werden,FALSE,2.16.840.1.113883.12.243,2.C.2.178,ch02c.html#Heading194,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PEO-25,Active,prev version,,2.16.840.1.113883.18.142,1,2.16.840.1.113883.21.154,1,,,,,,universal,,,3,1
243,92,Identity May Be Divulged,Identity May Be Divulged,2,Identität darf weitergeben werden,FALSE,2.16.840.1.113883.12.243,2.C.2.178,ch02c.html#Heading194,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,PEO-25,,prev version,,2.16.840.1.113883.18.142,1,2.16.840.1.113883.21.154,1,,0,0,0,,universal,,,3,1
244,3,Single Use Device,Single Use Device,1,Einwegprodukt,FALSE,2.16.840.1.113883.12.244,PCR-9,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
244,4,Single Use Device,Single Use Device,1,Einwegprodukt,FALSE,2.16.840.1.113883.12.244,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
244,5,Single use device,Single use device,1,Einwegprodukt,FALSE,2.16.840.1.113883.12.244,7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
244,6,Single Use Device,Single Use Device,1,Einwegprodukt,FALSE,2.16.840.1.113883.12.244,7.12.3.9,ch07.html#Heading303,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
244,7,Single Use Device,Single Use Device,1,Einwegprodukt,FALSE,2.16.840.1.113883.12.244,7.12.3.9,ch07.html#Heading311,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
244,8,Single Use Device,Single Use Device,1,Einwegprodukt,FALSE,2.16.840.1.113883.12.244,2.C.2.94,ch02c.html#Heading110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-9,Active,domain only,,,,,1,,,,,,,,,3,1
244,9,Single Use Device,Single Use Device,1,Einwegprodukt,FALSE,2.16.840.1.113883.12.244,2.C.2.179,ch02c.html#Heading195,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-9,Active,domain only,,,,,1,,,,,,,,,3,1
244,10,Single Use Device,Single Use Device,1,Einwegprodukt,FALSE,2.16.840.1.113883.12.244,2.C.2.179,ch02c.html#Heading195,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,PCR-9,,domain only,,,,,1,,0,0,0,,,,,3,1
244,61,Single Use Device,Single Use Device,1,Einwegprodukt,FALSE,2.16.840.1.113883.12.244,7.12.3.9,ch07.html#Heading308,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
244,81,Single Use Device,Single Use Device,1,Einwegprodukt,FALSE,2.16.840.1.113883.12.244,2.C.2.94,ch02c.html#Heading108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-9,Active,domain only,,,,,1,,,,,,,,,3,1
244,91,Single Use Device,Single Use Device,1,Einwegprodukt,FALSE,2.16.840.1.113883.12.244,2.C.2.179,ch02c.html#Heading195,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-9,Active,domain only,,,,,1,,,,,,,,,3,1
244,92,Single Use Device,Single Use Device,1,Einwegprodukt,FALSE,2.16.840.1.113883.12.244,2.C.2.179,ch02c.html#Heading195,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,PCR-9,,domain only,,,,,1,,0,0,0,,,,,3,1
245,3,Product Problem,Product Problem,1,Produktproblem,FALSE,2.16.840.1.113883.12.245,PCR-11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
245,4,Product Problem,Product Problem,1,Produktproblem,FALSE,2.16.840.1.113883.12.245,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
245,5,Product problem,Product problem,1,Produktproblem,FALSE,2.16.840.1.113883.12.245,7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
245,6,Product Problem,Product Problem,1,Produktproblem,FALSE,2.16.840.1.113883.12.245,7.12.3.11,ch07.html#Heading305,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
245,7,Product Problem,Product Problem,1,Produktproblem,FALSE,2.16.840.1.113883.12.245,7.12.3.11,ch07.html#Heading313,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
245,8,Product Problem,Product Problem,1,Produktproblem,FALSE,2.16.840.1.113883.12.245,2.C.2.95,ch02c.html#Heading111,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-11,Active,domain only,,,,,1,,,,,,,,,3,1
245,9,Product Problem,Product Problem,1,Produktproblem,FALSE,2.16.840.1.113883.12.245,2.C.2.180,ch02c.html#Heading196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-11,Active,domain only,,,,,1,,,,,,,,,3,1
245,10,Product Problem,Product Problem,1,Produktproblem,FALSE,2.16.840.1.113883.12.245,2.C.2.180,ch02c.html#Heading196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,PCR-11,,domain only,,,,,1,,0,0,0,,,,,3,1
245,61,Product Problem,Product Problem,1,Produktproblem,FALSE,2.16.840.1.113883.12.245,7.12.3.11,ch07.html#Heading310,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
245,81,Product Problem,Product Problem,1,Produktproblem,FALSE,2.16.840.1.113883.12.245,2.C.2.95,ch02c.html#Heading109,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-11,Active,domain only,,,,,1,,,,,,,,,3,1
245,91,Product Problem,Product Problem,1,Produktproblem,FALSE,2.16.840.1.113883.12.245,2.C.2.180,ch02c.html#Heading196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-11,Active,domain only,,,,,1,,,,,,,,,3,1
245,92,Product Problem,Product Problem,1,Produktproblem,FALSE,2.16.840.1.113883.12.245,2.C.2.180,ch02c.html#Heading196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,PCR-11,,domain only,,,,,1,,0,0,0,,,,,3,1
246,3,Product Available for Inspection,Product Available for Inspection,1,Produt verfügbar für Inspektionen,FALSE,2.16.840.1.113883.12.246,PCR-13,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
246,4,Product Available For Inspection,Product Available For Inspection,1,Produt verfügbar für Inspektionen,FALSE,2.16.840.1.113883.12.246,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
246,5,Product available for inspection,Product available for inspection,1,Produt verfügbar für Inspektionen,FALSE,2.16.840.1.113883.12.246,7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
246,6,Product Available for Inspection,Product Available for Inspection,1,Produt verfügbar für Inspektionen,FALSE,2.16.840.1.113883.12.246,7.12.3.13,ch07.html#Heading307,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
246,7,Product Available for Inspection,Product Available for Inspection,1,Produt verfügbar für Inspektionen,FALSE,2.16.840.1.113883.12.246,7.12.3.13,ch07.html#Heading315,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
246,8,Product Available for Inspection,Product Available for Inspection,1,Produt verfügbar für Inspektionen,FALSE,2.16.840.1.113883.12.246,2.C.2.96,ch02c.html#Heading112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-13,Active,domain only,,,,,1,,,,,,,,,3,1
246,9,Product Available for Inspection,Product Available for Inspection,1,Produt verfügbar für Inspektionen,FALSE,2.16.840.1.113883.12.246,2.C.2.181,ch02c.html#Heading197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-13,Active,domain only,,,,,1,,,,,,,,,3,1
246,10,Product Available for Inspection,Product Available for Inspection,1,Produt verfügbar für Inspektionen,FALSE,2.16.840.1.113883.12.246,2.C.2.181,ch02c.html#Heading197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,PCR-13,,domain only,,,,,1,,0,0,0,,,,,3,1
246,61,Product Available for Inspection,Product Available for Inspection,1,Produt verfügbar für Inspektionen,FALSE,2.16.840.1.113883.12.246,7.12.3.13,ch07.html#Heading312,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
246,81,Product Available for Inspection,Product Available for Inspection,1,Produt verfügbar für Inspektionen,FALSE,2.16.840.1.113883.12.246,2.C.2.96,ch02c.html#Heading110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-13,Active,domain only,,,,,1,,,,,,,,,3,1
246,91,Product Available for Inspection,Product Available for Inspection,1,Produt verfügbar für Inspektionen,FALSE,2.16.840.1.113883.12.246,2.C.2.181,ch02c.html#Heading197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-13,Active,domain only,,,,,1,,,,,,,,,3,1
246,92,Product Available for Inspection,Product Available for Inspection,1,Produt verfügbar für Inspektionen,FALSE,2.16.840.1.113883.12.246,2.C.2.181,ch02c.html#Heading197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,PCR-13,,domain only,,,,,1,,0,0,0,,,,,3,1
247,3,Start of Evaluation,Start of Evaluation,2,-,FALSE,2.16.840.1.113883.12.247,PCR-15,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,new cs,,2.16.840.1.113883.18.143,1,2.16.840.1.113883.21.155,1,,,,,,universal,,,3,1
247,4,Status of evaluation,Status of evaluation,2,Status der Produktprüfung,FALSE,2.16.840.1.113883.12.247,7,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.143,1,2.16.840.1.113883.21.155,1,,,,,,universal,,,3,1
247,5,Status of evaluation,Status of evaluation,2,Status der Produktprüfung,FALSE,2.16.840.1.113883.12.247,7,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.143,1,2.16.840.1.113883.21.155,1,,,,,,universal,,,3,1
247,6,Status of Evaluation,Status of Evaluation,2,Status der Produktprüfung,FALSE,2.16.840.1.113883.12.247,7.12.3.15,ch07.html#Heading309,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.143,1,2.16.840.1.113883.21.155,1,,,,,,universal,,,3,1
247,7,Status of Evaluation,Status of Evaluation,2,Status der Produktprüfung,FALSE,2.16.840.1.113883.12.247,7.12.3.15,ch07.html#Heading317,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.143,1,2.16.840.1.113883.21.155,1,,,,,,universal,,,3,1
247,8,Status of Evaluation,Status of Evaluation,2,Status der Produktprüfung,FALSE,2.16.840.1.113883.12.247,2.C.2.97,ch02c.html#Heading113,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-15,Active,prev version,,2.16.840.1.113883.18.143,1,2.16.840.1.113883.21.155,1,,,,,,universal,,,3,1
247,9,Status of Evaluation,Status of Evaluation,2,Status der Produktprüfung,FALSE,2.16.840.1.113883.12.247,2.C.2.182,ch02c.html#Heading198,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-15,Active,prev version,,2.16.840.1.113883.18.143,1,2.16.840.1.113883.21.155,1,,,,,,universal,,,3,1
247,10,Status of Evaluation,Status of Evaluation,2,Status der Produktprüfung,FALSE,2.16.840.1.113883.12.247,2.C.2.182,ch02c.html#Heading198,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,OO,,,PCR-15,,prev version,,2.16.840.1.113883.18.143,1,2.16.840.1.113883.21.155,1,,0,0,0,,universal,,,3,1
247,61,Status of Evaluation,Status of Evaluation,2,Status der Produktprüfung,FALSE,2.16.840.1.113883.12.247,7.12.3.15,ch07.html#Heading314,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.143,1,2.16.840.1.113883.21.155,1,,,,,,universal,,,3,1
247,81,Status of Evaluation,Status of Evaluation,2,Status der Produktprüfung,FALSE,2.16.840.1.113883.12.247,2.C.2.97,ch02c.html#Heading111,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-15,Active,prev version,,2.16.840.1.113883.18.143,1,2.16.840.1.113883.21.155,1,,,,,,universal,,,3,1
247,91,Status of Evaluation,Status of Evaluation,2,Status der Produktprüfung,FALSE,2.16.840.1.113883.12.247,2.C.2.182,ch02c.html#Heading198,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-15,Active,prev version,,2.16.840.1.113883.18.143,1,2.16.840.1.113883.21.155,1,,,,,,universal,,,3,1
247,92,Status of Evaluation,Status of Evaluation,2,Status der Produktprüfung,FALSE,2.16.840.1.113883.12.247,2.C.2.182,ch02c.html#Heading198,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,OO,,,PCR-15,,prev version,,2.16.840.1.113883.18.143,1,2.16.840.1.113883.21.155,1,,0,0,0,,universal,,,3,1
248,3,Product Source,Product Source,2,Produktherkunft,FALSE,2.16.840.1.113883.12.248,PCR-17,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,new cs,,2.16.840.1.113883.18.144,1,2.16.840.1.113883.21.156,1,,,,,,universal,,,3,1
248,4,Product source,Product source,2,Produktherkunft,FALSE,2.16.840.1.113883.12.248,7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.144,1,2.16.840.1.113883.21.156,1,,,,,,universal,,,3,1
248,5,Product source,Product source,2,Produktherkunft,FALSE,2.16.840.1.113883.12.248,7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.144,1,2.16.840.1.113883.21.156,1,,,,,,universal,,,3,1
248,6,Product source,Product source,2,Produktherkunft,FALSE,2.16.840.1.113883.12.248,7.12.3.17,ch07.html#Heading311,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.144,1,2.16.840.1.113883.21.156,1,,,,,,universal,,,3,1
248,7,Product source,Product source,2,Produktherkunft,FALSE,2.16.840.1.113883.12.248,7.12.3.17,ch07.html#Heading319,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.144,1,2.16.840.1.113883.21.156,1,,,,,,universal,,,3,1
248,8,Product Source,Product Source,2,Produktherkunft,FALSE,2.16.840.1.113883.12.248,2.C.2.98,ch02c.html#Heading114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-17,Active,prev version,,2.16.840.1.113883.18.144,1,2.16.840.1.113883.21.156,1,,,,,,universal,,,3,1
248,9,Product Source,Product Source,2,Produktherkunft,FALSE,2.16.840.1.113883.12.248,2.C.2.183,ch02c.html#Heading199,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-17,Active,prev version,,2.16.840.1.113883.18.144,1,2.16.840.1.113883.21.156,1,,,,,,universal,,,3,1
248,10,Product Source,Product Source,2,Produktherkunft,FALSE,2.16.840.1.113883.12.248,2.C.2.183,ch02c.html#Heading199,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,PCR-17,,prev version,,2.16.840.1.113883.18.144,1,2.16.840.1.113883.21.156,1,,0,0,0,,universal,,,3,1
248,61,Product source,Product source,2,Produktherkunft,FALSE,2.16.840.1.113883.12.248,7.12.3.17,ch07.html#Heading316,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.144,1,2.16.840.1.113883.21.156,1,,,,,,universal,,,3,1
248,81,Product Source,Product Source,2,Produktherkunft,FALSE,2.16.840.1.113883.12.248,2.C.2.98,ch02c.html#Heading112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-17,Active,prev version,,2.16.840.1.113883.18.144,1,2.16.840.1.113883.21.156,1,,,,,,universal,,,3,1
248,91,Product Source,Product Source,2,Produktherkunft,FALSE,2.16.840.1.113883.12.248,2.C.2.183,ch02c.html#Heading199,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-17,Active,prev version,,2.16.840.1.113883.18.144,1,2.16.840.1.113883.21.156,1,,,,,,universal,,,3,1
248,92,Product Source,Product Source,2,Produktherkunft,FALSE,2.16.840.1.113883.12.248,2.C.2.183,ch02c.html#Heading199,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,PCR-17,,prev version,,2.16.840.1.113883.18.144,1,2.16.840.1.113883.21.156,1,,0,0,0,,universal,,,3,1
249,3,Generic Product,Generic Product,1,generisches Produkt,FALSE,2.16.840.1.113883.12.249,PCR-2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
249,4,Generic Product,Generic Product,1,generisches Produkt,FALSE,2.16.840.1.113883.12.249,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
249,5,Generic product,Generic product,1,generisches Produkt,FALSE,2.16.840.1.113883.12.249,7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
249,6,Generic Product,Generic Product,1,generisches Produkt,FALSE,2.16.840.1.113883.12.249,7.12.3.2,ch07.html#Heading296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
249,7,Generic Product,Generic Product,1,generisches Produkt,FALSE,2.16.840.1.113883.12.249,7.12.3.2,ch07.html#Heading304,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
249,8,Generic Product,Generic Product,1,generisches Produkt,FALSE,2.16.840.1.113883.12.249,2.C.2.99,ch02c.html#Heading115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-2,Active,domain only,,,,,1,,,,,,,,,3,1
249,9,Generic Product,Generic Product,1,generisches Produkt,FALSE,2.16.840.1.113883.12.249,2.C.2.184,ch02c.html#Heading200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-2,Active,domain only,,,,,1,,,,,,,,,3,1
249,10,Generic Product,Generic Product,1,generisches Produkt,FALSE,2.16.840.1.113883.12.249,2.C.2.184,ch02c.html#Heading200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,PCR-2,,domain only,,,,,1,,0,0,0,,,,,3,1
249,61,Generic Product,Generic Product,1,generisches Produkt,FALSE,2.16.840.1.113883.12.249,7.12.3.2,ch07.html#Heading301,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,domain only,,,,,1,,,,,,,,,3,1
249,81,Generic Product,Generic Product,1,generisches Produkt,FALSE,2.16.840.1.113883.12.249,2.C.2.99,ch02c.html#Heading113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-2,Active,domain only,,,,,1,,,,,,,,,3,1
249,91,Generic Product,Generic Product,1,generisches Produkt,FALSE,2.16.840.1.113883.12.249,2.C.2.184,ch02c.html#Heading200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-2,Active,domain only,,,,,1,,,,,,,,,3,1
249,92,Generic Product,Generic Product,1,generisches Produkt,FALSE,2.16.840.1.113883.12.249,2.C.2.184,ch02c.html#Heading200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,PCR-2,,domain only,,,,,1,,0,0,0,,,,,3,1
250,3,Relatedness Assessment,Relatedness Assessment,2,Einschätzung des Zusammenhangs,FALSE,2.16.840.1.113883.12.250,PCR-20,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,new cs,,2.16.840.1.113883.18.145,1,2.16.840.1.113883.21.157,1,,,,,,universal,,,3,1
250,4,Relatedness assessment,Relatedness assessment,2,Einschätzung des Zusammenhangs,FALSE,2.16.840.1.113883.12.250,7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.145,1,2.16.840.1.113883.21.157,1,,,,,,universal,,,3,1
250,5,Relatedness assessment,Relatedness assessment,2,Einschätzung des Zusammenhangs,FALSE,2.16.840.1.113883.12.250,7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.145,1,2.16.840.1.113883.21.157,1,,,,,,universal,,,3,1
250,6,Relatedness Assessment,Relatedness Assessment,2,Einschätzung des Zusammenhangs,FALSE,2.16.840.1.113883.12.250,7.12.3.20,ch07.html#Heading314,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.145,1,2.16.840.1.113883.21.157,1,,,,,,universal,,,3,1
250,7,Relatedness Assessment,Relatedness Assessment,2,Einschätzung des Zusammenhangs,FALSE,2.16.840.1.113883.12.250,7.12.3.20,ch07.html#Heading322,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.145,1,2.16.840.1.113883.21.157,1,,,,,,universal,,,3,1
250,8,Relatedness Assessment,Relatedness Assessment,2,Einschätzung des Zusammenhangs,FALSE,2.16.840.1.113883.12.250,2.C.2.100,ch02c.html#Heading116,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-20,Active,prev version,,2.16.840.1.113883.18.145,1,2.16.840.1.113883.21.157,1,,,,,,universal,,,3,1
250,9,Relatedness Assessment,Relatedness Assessment,2,Einschätzung des Zusammenhangs,FALSE,2.16.840.1.113883.12.250,2.C.2.185,ch02c.html#Heading201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-20,Active,prev version,,2.16.840.1.113883.18.145,1,2.16.840.1.113883.21.157,1,,,,,,universal,,,3,1
250,10,Relatedness Assessment,Relatedness Assessment,2,Einschätzung des Zusammenhangs,FALSE,2.16.840.1.113883.12.250,2.C.2.185,ch02c.html#Heading201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,PCR-20,,prev version,,2.16.840.1.113883.18.145,1,2.16.840.1.113883.21.157,1,,0,0,0,,universal,,,3,1
250,61,Relatedness Assessment,Relatedness Assessment,2,Einschätzung des Zusammenhangs,FALSE,2.16.840.1.113883.12.250,7.12.3.20,ch07.html#Heading319,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.145,1,2.16.840.1.113883.21.157,1,,,,,,universal,,,3,1
250,81,Relatedness Assessment,Relatedness Assessment,2,Einschätzung des Zusammenhangs,FALSE,2.16.840.1.113883.12.250,2.C.2.100,ch02c.html#Heading114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-20,Active,prev version,,2.16.840.1.113883.18.145,1,2.16.840.1.113883.21.157,1,,,,,,universal,,,3,1
250,91,Relatedness Assessment,Relatedness Assessment,2,Einschätzung des Zusammenhangs,FALSE,2.16.840.1.113883.12.250,2.C.2.185,ch02c.html#Heading201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-20,Active,prev version,,2.16.840.1.113883.18.145,1,2.16.840.1.113883.21.157,1,,,,,,universal,,,3,1
250,92,Relatedness Assessment,Relatedness Assessment,2,Einschätzung des Zusammenhangs,FALSE,2.16.840.1.113883.12.250,2.C.2.185,ch02c.html#Heading201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,PCR-20,,prev version,,2.16.840.1.113883.18.145,1,2.16.840.1.113883.21.157,1,,0,0,0,,universal,,,3,1
251,3,Action Taken in Response to the Event,Action Taken in Response to the Event,2,ausgelöste Reaktion,FALSE,2.16.840.1.113883.12.251,PCR-21,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,new cs,,2.16.840.1.113883.18.146,1,2.16.840.1.113883.21.158,1,,,,,,universal,,,3,1
251,4,Action taken in response to the event,Action taken in response to the event,2,ausgelöste Reaktion,FALSE,2.16.840.1.113883.12.251,7,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.146,1,2.16.840.1.113883.21.158,1,,,,,,universal,,,3,1
251,5,Action taken in response to the event,Action taken in response to the event,2,ausgelöste Reaktion,FALSE,2.16.840.1.113883.12.251,7,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.146,1,2.16.840.1.113883.21.158,1,,,,,,universal,,,3,1
251,6,Action Taken in Response to the Event,Action Taken in Response to the Event,2,ausgelöste Reaktion,FALSE,2.16.840.1.113883.12.251,7.12.3.21,ch07.html#Heading315,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.146,1,2.16.840.1.113883.21.158,1,,,,,,universal,,,3,1
251,7,Action Taken in Response to the Event,Action Taken in Response to the Event,2,ausgelöste Reaktion,FALSE,2.16.840.1.113883.12.251,7.12.3.21,ch07.html#Heading323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.146,1,2.16.840.1.113883.21.158,1,,,,,,universal,,,3,1
251,8,Action Taken in Response to the Event,Action Taken in Response to the Event,2,ausgelöste Reaktion,FALSE,2.16.840.1.113883.12.251,2.C.2.101,ch02c.html#Heading117,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,PCR-21,Active,prev version,,2.16.840.1.113883.18.146,1,2.16.840.1.113883.21.158,1,,,,,,universal,,,3,1
