message_structure,version_id,description,example_event,example_msg_type,action,section,anchor,owl_gen
MFN_M12,91,,,,,8.8.7,ch08.html#Heading62,FALSE
MFN_M12,92,,,,,8.8.7,ch08.html#Heading62,FALSE
MFN_M13,6,,,,,8.4.2,ch08.html#Heading11,FALSE
MFN_M13,7,,,,,8.4.2,ch08.html#Heading10,FALSE
MFN_M13,8,Master File Notification - General,,,,8.4.2,ch08.html#Heading7,FALSE
MFN_M13,9,Master File Notification - General,,,,8.4.2,ch08.html#Heading7,FALSE
MFN_M13,61,,,,,8.4.2,ch08.html#Heading11,FALSE
MFN_M13,81,Master File Notification - General,,,,8.4.2,ch08.html#Heading7,FALSE
MFN_M13,91,,,,,8.4.2,ch08.html#Heading7,FALSE
MFN_M13,92,,,,,8.4.2,ch08.html#Heading7,FALSE
MFN_M15,6,,,,,8.12.1,ch08.html#Heading306,FALSE
MFN_M15,7,,,,,8.12.1,ch08.html#Heading307,FALSE
MFN_M15,8,Master File Notification - Inventory Item,,,,8.12.1,ch08.html#Heading273,FALSE
MFN_M15,9,Master File Notification - Inventory Item,,,,8.12.1,ch08.html#Heading306,FALSE
MFN_M15,61,,,,,8.12.1,ch08.html#Heading306,FALSE
MFN_M15,81,Master File Notification - Inventory Item,,,,8.12.1,ch08.html#Heading273,FALSE
MFN_M15,91,,,,,8.12.1,ch08.html#Heading310,FALSE
MFN_M15,92,,,,,8.12.1,ch08.html#Heading370,FALSE
MFN_M16,7,,,,,8.12.2,ch08.html#Heading308,FALSE
MFN_M16,8,Master File Notification - Inventory Item Enhanced,,,,8.12.2,ch08.html#Heading274,FALSE
MFN_M16,9,Master File Notification - Inventory Item Enhanced,,,,8.12.2,ch08.html#Heading307,FALSE
MFN_M16,81,Master File Notification - Inventory Item Enhanced,,,,8.12.2,ch08.html#Heading274,FALSE
MFN_M16,91,,,,,8.12.2,ch08.html#Heading311,FALSE
MFN_M16,92,,,,,8.12.2,ch08.html#Heading371,FALSE
MFN_M17,7,,,,,8.13.1,ch08.html#Heading310,FALSE
MFN_M17,8,Master File Notification - DRG,,,,8.13.1,ch08.html#Heading276,FALSE
MFN_M17,9,Master File Notification - DRG,,,,8.13.1,ch08.html#Heading309,FALSE
MFN_M17,81,Master File Notification - DRG,,,,8.13.1,ch08.html#Heading276,FALSE
MFN_M17,91,,,,,8.13.1,ch08.html#Heading313,FALSE
MFN_M17,92,,,,,8.13.1,ch08.html#Heading373,FALSE
MFN_M18,92,,,,,8.8.8,ch08.html#Heading63,FALSE
MFN_Znn,6,,,,,8.4.3,ch08.html#Heading14,FALSE
MFN_Znn,7,,,,,8.4.3,ch08.html#Heading13,FALSE
MFN_Znn,8,Master File Notification - Site Defined,,,,8.4.3,ch08.html#Heading9,FALSE
MFN_Znn,9,Master File Notification - Site Defined,,,,8.4.3,ch08.html#Heading10,FALSE
MFN_Znn,61,,,,,8.4.3,ch08.html#Heading14,FALSE
MFN_Znn,81,Master File Notification - Site Defined,,,,8.4.3,ch08.html#Heading9,FALSE
MFN_Znn,91,,,,,8.4.3,ch08.html#Heading10,FALSE
MFN_Znn,92,,,,,8.4.3,ch08.html#Heading10,FALSE
MFQ_M01,4,,M01,MFQ,,,,FALSE
MFQ_M01,5,,,,,8,,FALSE
MFQ_M01,6,,,,,8.4.4,ch08.html#Heading18,FALSE
MFQ_M01,7,,,,,8.4.4,ch08.html#Heading17,FALSE
MFQ_M01,61,,,,,8.4.4,ch08.html#Heading18,FALSE
MFR_M01,4,,M01,MFR,,,,FALSE
MFR_M01,5,,,,,8,,FALSE
MFR_M01,6,,,,,8.4.4,ch08.html#Heading18,FALSE
MFR_M01,7,,,,,8.4.4,ch08.html#Heading17,FALSE
MFR_M01,61,,,,,8.4.4,ch08.html#Heading18,FALSE
MFR_M04,6,,,,,8.10.1,ch08.html#Heading242,FALSE
MFR_M04,7,,,,,8.10.1,ch08.html#Heading243,FALSE
MFR_M04,61,,,,,8.10.1,ch08.html#Heading242,FALSE
MFR_M05,6,,,,,8.9.1,ch08.html#Heading193,FALSE
MFR_M05,7,,,,,8.9.1,ch08.html#Heading194,FALSE
MFR_M05,61,,,,,8.9.1,ch08.html#Heading193,FALSE
MFR_M06,6,,,,,8.11.1,ch08.html#Heading280,FALSE
MFR_M06,7,,,,,8.11.1,ch08.html#Heading281,FALSE
MFR_M06,61,,,,,8.11.1,ch08.html#Heading280,FALSE
MFR_M07,6,,,,,8.11.1,ch08.html#Heading280,FALSE
MFR_M07,7,,,,,8.11.1,ch08.html#Heading281,FALSE
MFR_M07,61,,,,,8.11.1,ch08.html#Heading280,FALSE
NMD_N02,4,,,,,14,,FALSE
NMD_N02,5,,,,,14,,FALSE
NMD_N02,6,,,,,14.3.2,ch14.html#Heading7,FALSE
NMD_N02,7,,,,,14.3.2,ch14.html#Heading7,FALSE
NMD_N02,8,Application Management Data,,,,14.3.2,ch14.html#Heading6,FALSE
NMD_N02,9,Application Management Data,,,,14.3.2,ch14.html#Heading6,FALSE
NMD_N02,61,,,,,14.3.2,ch14.html#Heading7,FALSE
NMD_N02,81,Application Management Data,,,,14.3.2,ch14.html#Heading6,FALSE
NMD_N02,91,,,,,14.3.2,ch14.html#Heading6,FALSE
NMD_N02,92,,,,,14.3.2,ch14.html#Heading6,FALSE
NMQ_N01,4,,,,,14,,FALSE
NMQ_N01,5,,,,,14,,FALSE
NMQ_N01,6,,,,,14.3.1,ch14.html#Heading5,FALSE
NMQ_N01,7,,,,,14.3.1,ch14.html#Heading5,FALSE
NMQ_N01,61,,,,,14.3.1,ch14.html#Heading5,FALSE
NMR_N01,4,,,,,14,,FALSE
NMR_N01,5,,,,,14,,FALSE
NMR_N01,6,,,,,14.3.1,ch14.html#Heading5,FALSE
NMR_N01,7,,,,,14.3.1,ch14.html#Heading5,FALSE
NMR_N01,61,,,,,14.3.1,ch14.html#Heading5,FALSE
NUL,3,,NUL,NUL,,,,FALSE
NUL,4,,NUL,NUL,,,,FALSE
NUL,5,,,,,0,,FALSE
NUL,6,,,,,,,FALSE
NUL,7,,,,,,,FALSE
NUL,8,no message,,,,,,FALSE
NUL,9,no message,,,,,,FALSE
NUL,32,,,,,,,FALSE
NUL,61,,,,,,,FALSE
NUL,91,,,,,,,FALSE
NUL,92,,,,,,,FALSE
OMB_O27,6,,,,,4.20.1,ch04.html#Heading466,FALSE
OMB_O27,7,,,,,4.20.1,ch04.html#Heading482,FALSE
OMB_O27,8,Blood Product Order Message,,,,4.13.1,ch04.html#Heading214,FALSE
OMB_O27,9,Blood Product Order Message,,,,4.13.1,ch04.html#Heading230,FALSE
OMB_O27,61,,,,,4.20.1,ch04.html#Heading468,FALSE
OMB_O27,81,Blood Product Order Message,,,,4.12.1,ch04.html#Heading214,FALSE
OMB_O27,91,,,,,4.13.1,ch04.html#Heading242,FALSE
OMB_O27,92,,,,,4.13.1,ch04.html#Heading242,FALSE
OMD_O01,3,Diet Order Message,O01,ORM,order,4.6,,FALSE
OMD_O01,4,Diet Order Message,O01,ORM,order,4.6,,FALSE
OMD_O03,5,,,,,4,,FALSE
OMD_O03,6,,,,,4.7.1,ch04.html#Heading168,FALSE
OMD_O03,7,,,,,4.7.1,ch04.html#Heading171,FALSE
OMD_O03,8,Dietary Order,,,,4.7.1,ch04.html#Heading168,FALSE
OMD_O03,9,Dietary Order,,,,4.7.1,ch04.html#Heading180,FALSE
OMD_O03,61,,,,,4.7.1,ch04.html#Heading170,FALSE
OMD_O03,81,Dietary Order,,,,4.6.1,ch04.html#Heading168,FALSE
OMD_O03,91,,,,,4.7.1,ch04.html#Heading192,FALSE
OMD_O03,92,,,,,4.7.1,ch04.html#Heading192,FALSE
OMG_O19,5,,,,,4,,FALSE
OMG_O19,6,,,,,4.4.4,ch04.html#Heading22,FALSE
OMG_O19,7,,,,,4.4.4,ch04.html#Heading22,FALSE
OMG_O19,8,General Clinical Order Message,,,,4.4.4,ch04.html#Heading18,FALSE
OMG_O19,9,General Clinical Order Message,,,,4.4.4,ch04.html#Heading19,FALSE
OMG_O19,61,,,,,4.4.4,ch04.html#Heading22,FALSE
OMG_O19,81,General Clinical Order Message,,,,4.3.4,ch04.html#Heading17,FALSE
OMG_O19,91,,,,,4.4.4,ch04.html#Heading19,FALSE
OMG_O19,92,,,,,4.4.4,ch04.html#Heading19,FALSE
OMI_O23,6,,,,,4.4.12,ch04.html#Heading30,FALSE
OMI_O23,7,,,,,4.4.12,ch04.html#Heading30,FALSE
OMI_O23,8,Imaging Order Message,,,,4.4.14,ch04.html#Heading28,FALSE
OMI_O23,9,Imaging Order Message,,,,4.4.14,ch04.html#Heading29,FALSE
OMI_O23,61,,,,,4.4.12,ch04.html#Heading30,FALSE
OMI_O23,81,Imaging Order Message,,,,4.3.14,ch04.html#Heading27,FALSE
OMI_O23,91,,,,,4.4.14,ch04.html#Heading41,FALSE
OMI_O23,92,,,,,4.4.14,ch04.html#Heading41,FALSE
OML_O21,5,,,,,4,,FALSE
OML_O21,6,,,,,4.4.6,ch04.html#Heading24,FALSE
OML_O21,7,,,,,4.4.6,ch04.html#Heading24,FALSE
OML_O21,8,Laboratory Order Message,,,,4.4.6,ch04.html#Heading20,FALSE
OML_O21,9,Laboratory Order Message,,,,4.4.6,ch04.html#Heading21,FALSE
OML_O21,61,,,,,4.4.6,ch04.html#Heading24,FALSE
OML_O21,81,Laboratory Order Message,,,,4.3.6,ch04.html#Heading19,FALSE
OML_O21,91,,,,,4.4.6,ch04.html#Heading21,FALSE
OML_O21,92,,,,,4.4.6,ch04.html#Heading21,FALSE
OML_O33,6,,,,,4.4.8,ch04.html#Heading26,FALSE
OML_O33,7,,,,,4.4.8,ch04.html#Heading26,FALSE
OML_O33,8,Laboratory Order - Multiple Order Per Specimen Mes,,,,4.4.8,ch04.html#Heading22,FALSE
OML_O33,9,Laboratory Order - Multiple Order Per Specimen Mes,,,,4.4.8,ch04.html#Heading23,FALSE
OML_O33,61,,,,,4.4.8,ch04.html#Heading26,FALSE
OML_O33,81,Laboratory Order - Multiple Order Per Specimen Mes,,,,4.3.8,ch04.html#Heading21,FALSE
OML_O33,91,,,,,4.4.8,ch04.html#Heading26,FALSE
OML_O33,92,,,,,4.4.8,ch04.html#Heading26,FALSE
OML_O35,6,,,,,4.4.10,ch04.html#Heading28,FALSE
OML_O35,7,,,,,4.4.10,ch04.html#Heading28,FALSE
OML_O35,8,Laboratory Order - Multiple Order Per Container of,,,,4.4.10,ch04.html#Heading24,FALSE
OML_O35,9,Laboratory Order - Multiple Order Per Container of,,,,4.4.10,ch04.html#Heading25,FALSE
OML_O35,61,,,,,4.4.10,ch04.html#Heading28,FALSE
OML_O35,81,Laboratory Order - Multiple Order Per Container of,,,,4.3.10,ch04.html#Heading23,FALSE
OML_O35,91,,,,,4.4.10,ch04.html#Heading31,FALSE
OML_O35,92,,,,,4.4.10,ch04.html#Heading31,FALSE
OML_O39,8,Specimen Shipment Centric Laboratory Order Message,,,,4.4.12,ch04.html#Heading26,FALSE
OML_O39,9,Specimen Shipment Centric Laboratory Order Message,,,,4.4.12,ch04.html#Heading27,FALSE
OML_O39,81,Specimen Shipment Centric Laboratory Order Message,,,,4.3.12,ch04.html#Heading25,FALSE
OML_O39,91,,,,,4.4.12,ch04.html#Heading36,FALSE
OML_O39,92,,,,,4.4.12,ch04.html#Heading36,FALSE
OMN_O01,3,Non-Stock Supply Order Message,O02,ORR,order,4.7,,FALSE
OMN_O01,4,non-stock Supply Order Message,O01,ORM,order,4.7,,FALSE
OMN_O07,5,,,,,4,,FALSE
OMN_O07,6,,,,,4.10.3,ch04.html#Heading190,FALSE
OMN_O07,7,,,,,4.10.3,ch04.html#Heading193,FALSE
OMN_O07,8,Nonstock Requisition Order Message,,,,4.10.3,ch04.html#Heading188,FALSE
OMN_O07,9,Nonstock Requisition Order Message,,,,4.10.3,ch04.html#Heading202,FALSE
OMN_O07,61,,,,,4.10.3,ch04.html#Heading192,FALSE
OMN_O07,81,Nonstock Requisition Order Message,,,,4.9.3,ch04.html#Heading188,FALSE
OMN_O07,91,,,,,4.10.3,ch04.html#Heading214,FALSE
OMN_O07,92,,,,,4.10.3,ch04.html#Heading214,FALSE
OMP_O09,5,,,,,4,,FALSE
OMP_O09,6,,,,,4.13.3,ch04.html#Heading220,FALSE
OMP_O09,7,,,,,4.13.3,ch04.html#Heading223,FALSE
OMP_O09,8,Pharmacy/treatment Order Message,,,,4.A.3.2,ch04a.html#Heading8,FALSE
OMP_O09,9,Pharmacy/treatment Order Message,,,,4.A.3,ch04a.html#Heading8,FALSE
OMP_O09,61,,,,,4.13.3,ch04.html#Heading222,FALSE
OMP_O09,81,Pharmacy/treatment Order Message,,,,4.A.3,ch04a.html#Heading7,FALSE
OMP_O09,91,,,,,4.A.3,ch04a.html#Heading8,FALSE
OMP_O09,92,,,,,4.A.3,ch04a.html#Heading8,FALSE
OMQ_O42,9,,,,,4.4.19,ch04.html#Heading34,FALSE
OMQ_O42,91,,,,,4.4.19,ch04.html#Heading46,FALSE
OMQ_O42,92,,,,,4.4.19,ch04.html#Heading46,FALSE
OMS_O01,3,Stock Supply Order Message,O02,OMS,order,4.7,,FALSE
OMS_O01,4,Stock Supply Order Message,O01,ORM,order,4.7,,FALSE
OMS_O05,5,,,,,4,,FALSE
OMS_O05,6,,,,,4.10.1,ch04.html#Heading188,FALSE
OMS_O05,7,,,,,4.10.1,ch04.html#Heading191,FALSE
OMS_O05,8,Stock Requisition Order Message,,,,4.10.1,ch04.html#Heading186,FALSE
OMS_O05,9,Stock Requisition Order Message,,,,4.10.1,ch04.html#Heading200,FALSE
OMS_O05,61,,,,,4.10.1,ch04.html#Heading190,FALSE
OMS_O05,81,Stock Requisition Order Message,,,,4.9.1,ch04.html#Heading186,FALSE
OMS_O05,91,,,,,4.10.1,ch04.html#Heading212,FALSE
OMS_O05,92,,,,,4.10.1,ch04.html#Heading212,FALSE
OPL_O37,7,,,,,4.4.14,ch04.html#Heading32,FALSE
OPL_O37,8,Population/Location-Based Laboratory Order Message,,,,4.4.16,ch04.html#Heading30,FALSE
OPL_O37,9,Population/Location-Based Laboratory Order Message,,,,4.4.16,ch04.html#Heading31,FALSE
OPL_O37,81,Population/Location-Based Laboratory Order Message,,,,4.3.16,ch04.html#Heading29,FALSE
OPL_O37,91,,,,,4.4.16,ch04.html#Heading43,FALSE
OPL_O37,92,,,,,4.4.16,ch04.html#Heading43,FALSE
OPR_O38,7,,,,,4.4.15,ch04.html#Heading33,FALSE
OPR_O38,8,Population/Location-Based Laboratory Order Acknowl,,,,4.4.17,ch04.html#Heading31,FALSE
OPR_O38,9,Population/Location-Based Laboratory Order Acknowl,,,,4.4.17,ch04.html#Heading32,FALSE
OPR_O38,81,Population/Location-Based Laboratory Order Acknowl,,,,4.3.17,ch04.html#Heading30,FALSE
OPR_O38,91,,,,,4.4.17,ch04.html#Heading44,FALSE
OPR_O38,92,,,,,4.4.17,ch04.html#Heading44,FALSE
OPU_R25,7,,,,,7.3.10,ch07.html#Heading52,FALSE
OPU_R25,8,Observation Message,,,,7.3.11,ch07.html#Heading51,FALSE
OPU_R25,9,Observation Message,,,,7.3.11,ch07.html#Heading53,FALSE
OPU_R25,81,Observation Message,,,,7.3.11,ch07.html#Heading51,FALSE
OPU_R25,91,,,,,7.3.11,ch07.html#Heading53,FALSE
OPU_R25,92,,,,,7.3.11,ch07.html#Heading54,FALSE
ORA_R33,8,Observation Report Acknowledgement,,,,7.3.7,ch07.html#Heading47,FALSE
ORA_R33,9,Observation Report Acknowledgement,,,,7.3.7,ch07.html#Heading49,FALSE
ORA_R33,81,Observation Report Acknowledgement,,,,7.3.7,ch07.html#Heading47,FALSE
ORA_R33,91,,,,,7.3.7,ch07.html#Heading49,FALSE
ORA_R33,92,,,,,7.3.7,ch07.html#Heading50,FALSE
ORA_R41,9,,,,,7.3.13,ch07.html#Heading55,FALSE
ORA_R41,91,,,,,7.3.13,ch07.html#Heading55,FALSE
ORA_R41,92,,,,,7.3.13,ch07.html#Heading56,FALSE
ORB_O28,6,,,,,4.20.2,ch04.html#Heading468,FALSE
ORB_O28,7,,,,,4.20.2,ch04.html#Heading484,FALSE
ORB_O28,8,Description,,,,4.13.2,ch04.html#Heading216,FALSE
ORB_O28,9,Description,,,,4.13.2,ch04.html#Heading232,FALSE
ORB_O28,61,,,,,4.20.2,ch04.html#Heading470,FALSE
ORB_O28,81,Description,,,,4.12.2,ch04.html#Heading216,FALSE
ORB_O28,91,,,,,4.13.2,ch04.html#Heading244,FALSE
ORB_O28,92,,,,,4.13.2,ch04.html#Heading244,FALSE
ORD_O02,3,Diet Order Message Response,O02,ORR,respond,4.6,,FALSE
ORD_O02,4,Diet Order Message,O02,ORR,respond,4.6,,FALSE
ORD_O04,5,,,,,4,,FALSE
ORD_O04,6,,,,,4.7.2,ch04.html#Heading169,FALSE
ORD_O04,7,,,,,4.7.2,ch04.html#Heading172,FALSE
ORD_O04,8,Dietary Order Acknowledgment Message,,,,4.7.2,ch04.html#Heading169,FALSE
ORD_O04,9,Dietary Order Acknowledgment Message,,,,4.7.2,ch04.html#Heading181,FALSE
ORD_O04,61,,,,,4.7.2,ch04.html#Heading171,FALSE
ORD_O04,81,Dietary Order Acknowledgment Message,,,,4.6.2,ch04.html#Heading169,FALSE
ORD_O04,91,,,,,4.7.2,ch04.html#Heading193,FALSE
ORD_O04,92,,,,,4.7.2,ch04.html#Heading193,FALSE
ORF_R04,3,,R02,ORF,,,,FALSE
ORF_R04,4,,R04,ORF,,,,FALSE
ORF_R04,5,,,,,7,,FALSE
ORF_R04,6,,,,,7.3.3,ch07.html#Heading45,FALSE
ORF_R04,7,,,,,7.3.3,ch07.html#Heading45,FALSE
ORF_R04,61,,,,,7.3.3,ch07.html#Heading45,FALSE
ORG_O20,5,,,,,4,,FALSE
ORG_O20,6,,,,,4.4.5,ch04.html#Heading23,FALSE
ORG_O20,7,,,,,4.4.5,ch04.html#Heading23,FALSE
ORG_O20,8,General Clinical Order Acknowledgment Message,,,,4.4.5,ch04.html#Heading19,FALSE
ORG_O20,9,General Clinical Order Acknowledgment Message,,,,4.4.5,ch04.html#Heading20,FALSE
ORG_O20,61,,,,,4.4.5,ch04.html#Heading23,FALSE
ORG_O20,81,General Clinical Order Acknowledgment Message,,,,4.3.5,ch04.html#Heading18,FALSE
ORG_O20,91,,,,,4.4.5,ch04.html#Heading20,FALSE
ORG_O20,92,,,,,4.4.5,ch04.html#Heading20,FALSE
ORI_O24,6,,,,,4.4.13,ch04.html#Heading31,FALSE
ORI_O24,7,,,,,4.4.13,ch04.html#Heading31,FALSE
ORI_O24,8,Imaging Order Acknowledgment Message,,,,4.4.15,ch04.html#Heading29,FALSE
ORI_O24,9,Imaging Order Acknowledgment Message,,,,4.4.15,ch04.html#Heading30,FALSE
ORI_O24,61,,,,,4.4.13,ch04.html#Heading31,FALSE
ORI_O24,81,Imaging Order Acknowledgment Message,,,,4.3.15,ch04.html#Heading28,FALSE
ORI_O24,91,,,,,4.4.15,ch04.html#Heading42,FALSE
ORI_O24,92,,,,,4.4.15,ch04.html#Heading42,FALSE
ORL_O22,5,,,,,4,,FALSE
ORL_O22,6,,,,,4.4.7,ch04.html#Heading25,FALSE
ORL_O22,7,,,,,4.4.7,ch04.html#Heading25,FALSE
ORL_O22,8,General Laboratory Order Acknowledgment Message,,,,4.4.7,ch04.html#Heading21,FALSE
ORL_O22,9,General Laboratory Order Acknowledgment Message,,,,4.4.7,ch04.html#Heading22,FALSE
ORL_O22,61,,,,,4.4.7,ch04.html#Heading25,FALSE
ORL_O22,81,General Laboratory Order Acknowledgment Message,,,,4.3.7,ch04.html#Heading20,FALSE
ORL_O22,91,,,,,4.4.7.1,ch04.html#Heading24,FALSE
ORL_O22,92,,,,,4.4.7.1,ch04.html#Heading24,FALSE
ORL_O34,6,,,,,4.4.9,ch04.html#Heading27,FALSE
ORL_O34,7,,,,,4.4.9,ch04.html#Heading27,FALSE
ORL_O34,8,Laboratory Order Acknowledgment Message  - Multipl,,,,4.4.9,ch04.html#Heading23,FALSE
ORL_O34,9,Laboratory Order Acknowledgment Message  - Multipl,,,,4.4.9,ch04.html#Heading24,FALSE
ORL_O34,61,,,,,4.4.9,ch04.html#Heading27,FALSE
ORL_O34,81,Laboratory Order Acknowledgment Message  - Multipl,,,,4.3.9,ch04.html#Heading22,FALSE
ORL_O34,91,,,,,4.4.9.1,ch04.html#Heading29,FALSE
ORL_O34,92,,,,,4.4.9.1,ch04.html#Heading29,FALSE
ORL_O36,6,,,,,4.4.11,ch04.html#Heading29,FALSE
ORL_O36,7,,,,,4.4.11,ch04.html#Heading29,FALSE
ORL_O36,8,Laboratory Order Acknowledgment Message  - Multipl,,,,4.4.11,ch04.html#Heading25,FALSE
ORL_O36,9,Laboratory Order Acknowledgment Message  - Multipl,,,,4.4.11,ch04.html#Heading26,FALSE
ORL_O36,61,,,,,4.4.11,ch04.html#Heading29,FALSE
ORL_O36,81,Laboratory Order Acknowledgment Message  - Multipl,,,,4.3.11,ch04.html#Heading24,FALSE
ORL_O36,91,,,,,4.4.11.1,ch04.html#Heading34,FALSE
ORL_O36,92,,,,,4.4.11.1,ch04.html#Heading34,FALSE
ORL_O40,8,Specimen Shipment Centric Laboratory Order Acknowl,,,,4.4.13,ch04.html#Heading27,FALSE
ORL_O40,9,Specimen Shipment Centric Laboratory Order Acknowl,,,,4.4.13,ch04.html#Heading28,FALSE
ORL_O40,81,Specimen Shipment Centric Laboratory Order Acknowl,,,,4.3.13,ch04.html#Heading26,FALSE
ORL_O40,91,,,,,4.4.13.1,ch04.html#Heading39,FALSE
ORL_O40,92,,,,,4.4.13.1,ch04.html#Heading39,FALSE
ORL_O41,91,,,,,4.4.7.2,ch04.html#Heading25,FALSE
ORL_O41,92,,,,,4.4.7.2,ch04.html#Heading25,FALSE
ORL_O42,91,,,,,4.4.9.2,ch04.html#Heading30,FALSE
ORL_O42,92,,,,,4.4.9.2,ch04.html#Heading30,FALSE
ORL_O43,91,,,,,4.4.11.2,ch04.html#Heading35,FALSE
ORL_O43,92,,,,,4.4.11.2,ch04.html#Heading35,FALSE
ORL_O44,91,,,,,4.4.13.2,ch04.html#Heading40,FALSE
ORL_O44,92,,,,,4.4.13.2,ch04.html#Heading40,FALSE
ORM_O01,3,General Order Message,O01,ORM,order,4.2.1,,FALSE
ORM_O01,4,,O01,ORM,order,4.2.1,,FALSE
ORM_O01,5,,,,,4,,FALSE
ORM_O01,6,,,,,4.4.1,ch04.html#Heading15,FALSE
ORM_O01,7,,,,,4.4.1,ch04.html#Heading15,TRUE
ORM_O01,61,,,,,4.4.1,ch04.html#Heading15,FALSE
ORM_Q06,3,,Q06,ORM,,,,FALSE
ORM_Q06,4,,Q06,ORM,,,,FALSE
ORN_O02,3,Non-Stock Supply Response,O02,ORR,respond,4.7,,FALSE
ORN_O02,4,non-stock Supply Order Message,O02,ORR,respond,4.7,,FALSE
ORN_O08,5,,,,,4,,FALSE
ORN_O08,6,,,,,4.10.4,ch04.html#Heading191,FALSE
ORN_O08,7,,,,,4.10.4,ch04.html#Heading194,FALSE
ORN_O08,8,General Order Acknowledgment Message,,,,4.10.4,ch04.html#Heading189,FALSE
ORN_O08,9,General Order Acknowledgment Message,,,,4.10.4,ch04.html#Heading203,FALSE
ORN_O08,61,,,,,4.10.4,ch04.html#Heading193,FALSE
ORN_O08,81,General Order Acknowledgment Message,,,,4.9.4,ch04.html#Heading189,FALSE
ORN_O08,91,,,,,4.10.4,ch04.html#Heading215,FALSE
ORN_O08,92,,,,,4.10.4,ch04.html#Heading215,FALSE
ORP_O10,5,,,,,4,,FALSE
ORP_O10,6,,,,,4.13.4,ch04.html#Heading221,FALSE
ORP_O10,7,,,,,4.13.4,ch04.html#Heading224,FALSE
ORP_O10,8,Description,,,,4.A.3.3,ch04a.html#Heading9,FALSE
ORP_O10,9,Description,,,,4.A.4,ch04a.html#Heading9,FALSE
ORP_O10,61,,,,,4.13.4,ch04.html#Heading223,FALSE
ORP_O10,81,Description,,,,4.A.4,ch04a.html#Heading8,FALSE
ORP_O10,91,,,,,4.A.4,ch04a.html#Heading9,FALSE
ORP_O10,92,,,,,4.A.4,ch04a.html#Heading9,FALSE
ORR_O02,3,General Order Response,O02,ORR,respond,4.2.2,,FALSE
ORR_O02,4,,O02,ORR,response,4.2.2,,FALSE
ORR_O02,5,,,,,4,,FALSE
ORR_O02,6,,,,,4.4.2,ch04.html#Heading18,FALSE
ORR_O02,7,,,,,4.4.2,ch04.html#Heading18,TRUE
ORR_O02,61,,,,,4.4.2,ch04.html#Heading18,FALSE
ORR_Q06,3,,Q06,ORR,,,,FALSE
ORR_Q06,4,,Q06,ORR,,,,FALSE
ORS_O02,3,Stock Supply Order Message Response,O02,ORR,respond,4.7,,FALSE
ORS_O02,4,Stock Supply Respond Message,O02,ORR,respond,4.7,,FALSE
ORS_O06,5,,,,,4,,FALSE
ORS_O06,6,,,,,4.10.2,ch04.html#Heading189,FALSE
ORS_O06,7,,,,,4.10.2,ch04.html#Heading192,FALSE
ORS_O06,8,Stock Order Acknowledgment Message,,,,4.10.2,ch04.html#Heading187,FALSE
ORS_O06,9,Stock Order Acknowledgment Message,,,,4.10.2,ch04.html#Heading201,FALSE
ORS_O06,61,,,,,4.10.2,ch04.html#Heading191,FALSE
ORS_O06,81,Stock Order Acknowledgment Message,,,,4.9.2,ch04.html#Heading187,FALSE
ORS_O06,91,,,,,4.10.2,ch04.html#Heading213,FALSE
ORS_O06,92,,,,,4.10.2,ch04.html#Heading213,FALSE
ORU_R01,3,,R01,ORU,,,,FALSE
ORU_R01,4,,R01,ORU,,,,FALSE
ORU_R01,5,,,,,7,,FALSE
ORU_R01,6,,,,,5.7.3.1,ch05.html#Heading120,FALSE
ORU_R01,7,,,,,5.7.3.1,ch05.html#Heading120,TRUE
ORU_R01,8,Observation Message,,,,7.3.1,ch07.html#Heading41,FALSE
ORU_R01,9,Observation Message,,,,7.3.1,ch07.html#Heading43,FALSE
ORU_R01,61,,,,,5.7.3.1,ch05.html#Heading120,FALSE
ORU_R01,81,Observation Message,,,,5.7.3.0,ch05.html#Heading104,FALSE
ORU_R01,91,,,,,7.3.1,ch07.html#Heading43,FALSE
ORU_R01,92,,,,,7.3.1,ch07.html#Heading44,FALSE
ORU_R30,6,,,,,7.3.4,ch07.html#Heading46,FALSE
ORU_R30,7,,,,,7.3.4,ch07.html#Heading46,FALSE
ORU_R30,8,Observation Message,,,,7.3.4,ch07.html#Heading44,FALSE
ORU_R30,9,Observation Message,,,,7.3.4,ch07.html#Heading46,FALSE
ORU_R30,61,,,,,7.3.4,ch07.html#Heading46,FALSE
ORU_R30,81,Observation Message,,,,7.3.4,ch07.html#Heading44,FALSE
ORU_R30,91,,,,,7.3.4,ch07.html#Heading46,FALSE
ORU_R30,92,,,,,7.3.4,ch07.html#Heading47,FALSE
ORU_W01,3,,W01,ORU,,,,FALSE
ORU_W01,4,,W01,ORU,,,,FALSE
ORX_O43,9,,,,,4.4.20,ch04.html#Heading35,FALSE
ORX_O43,91,,,,,4.4.20,ch04.html#Heading47,FALSE
ORX_O43,92,,,,,4.4.20,ch04.html#Heading47,FALSE
OSM_R26,8,Specimen Shipment Message,,,,7.18.1,ch07.html#Heading400,FALSE
OSM_R26,9,Specimen Shipment Message,,,,7.18.1,ch07.html#Heading424,FALSE
OSM_R26,81,Specimen Shipment Message,,,,7.18.1,ch07.html#Heading401,FALSE
OSM_R26,91,,,,,7.18.1,ch07.html#Heading425,FALSE
OSM_R26,92,,,,,7.18.1,ch07.html#Heading434,FALSE
OSQ_Q06,3,,Q06,OSQ,,,,FALSE
OSQ_Q06,4,,Q06,OSQ,,,,FALSE
OSQ_Q06,5,,,,,4,,FALSE
